,Player,Actual_ROI,Pick,Position,Predicted_Probability,Surplus_AV,Expected_AV,Actual_hit
3840,Josh Conerly,-2.0690522926392214,29,LT,0.16950856645902,9.931451004668261,17.93145100466826,1
3841,Maxwell Hairston,-3.1869647839421376,30,CB,0.3462093571821849,15.616127441316475,17.616127441316475,1
3842,Jihaad Campbell,-2.5129797187140306,31,LB,0.26274550954500836,11.308408734213138,17.30840873421314,1
3843,Josh Simmons,-2.8906840414263097,32,LT,0.2508765459060669,13.008078186418395,17.008078186418395,1
3844,Carson Schwesinger,-2.420812808225896,33,LB,0.17407881716887155,8.714926109613227,16.714926109613227,1
3845,Jayden Higgins,-3.359121506182237,34,WR,0.24626319110393524,12.428749572874281,16.42874957287428,1
3846,Nick Emmanwori,-3.4712434746402137,35,S,0.19890983899434408,12.14935216124075,16.14935216124075,1
3847,Quinshon Judkins,-3.493101101077299,36,RB,0.1953833599885305,11.876543743662818,15.876543743662818,1
3848,Jonah Savaiinaea,-2.826511838217556,37,LT,0.23812455435593924,9.61014024993969,15.61014024993969,1
3849,TreVeyon Henderson,-2.2968635800851627,38,RB,0.19869977235794067,7.349963456272519,15.34996345627252,1
3850,Luther Burden,-2.675247287963048,39,WR,0.23812455435593924,9.09584077907436,15.09584077907436,1
3851,Tyler Shough,-2.308119140204374,40,QB,0.3812640309333801,7.847605076694872,14.847605076694872,1
3852,T.J. Sanders,-3.70738072315676,41,IDL,0.22124691804250082,12.605094458732989,14.605094458732989,1
3853,Mason Taylor,-3.552547532070237,42,TE,0.2677541822195053,11.36815210262476,14.36815210262476,1
3854,Alfred Collins,-4.04554202573589,43,IDL,0.2508765459060669,12.136626077207673,14.136626077207673,1
3855,Donovan Ezeiruaku,-3.6367897243251934,44,ED,0.23812455435593924,10.91036917297558,13.91036917297558,1
3856,JT Tuimoloau,-4.229746246250332,45,ED,0.22124691804250082,12.689238738750994,13.689238738750994,1
3857,Terrance Ferguson,-3.82436550817114,46,TE,0.20218038062254587,11.47309652451342,13.47309652451342,1
3858,Will Johnson,-3.4206028433778943,47,CB,0.26274550954500836,10.261808530133685,13.261808530133685,1
3859,Demetrius Knight,-2.2844265272442263,49,LB,0.21849751969178519,6.85327958173268,12.85327958173268,0
3860,Elijah Arroyo,-3.551930197830452,50,TE,0.27411478757858276,10.655790593491355,12.655790593491355,1
3861,Nic Scourton,-2.8208864972645835,51,ED,0.21935159464677176,8.462659491793753,12.462659491793753,1
3862,Oluwafemi Oladejo,-3.757923815838956,52,ED,0.21458718677361807,11.273771447516868,12.273771447516868,1
3863,Benjamin Morrison,-3.3630050283885926,53,CB,0.2762826879819234,10.089015085165778,12.089015085165778,1
3864,Tre Harris,-2.91048949340659,55,WR,0.23272601266702017,8.73146848021977,11.73146848021977,1
3865,Jack Bech,-3.0745126134407816,58,WR,0.19254923363526663,9.223537840322344,11.223537840322344,1
3866,Mike Green,-3.020470661530305,59,ED,0.1588056137164434,9.061411984590915,11.061411984590915,1
3867,RJ Harvey,-1.6342418831741572,60,RB,0.12224388867616653,4.902725649522472,10.902725649522472,0
3868,Trey Amos,-2.915797082418871,61,CB,0.20913349092006683,8.747391247256612,10.747391247256612,1
3869,Shemar Turner,-3.531774579621937,62,IDL,0.14042296260595322,10.595323738865812,10.595323738865812,1
3870,Omarr Norman-Lott,-3.148813517030326,63,IDL,0.20662855605284372,9.44644055109098,10.44644055109098,1
3871,Andrew Mukuba,-2.4335538320164205,64,S,0.1837331602970759,7.300661496049262,10.300661496049262,1
3872,Darius Alexander,-2.7193028979331,65,IDL,0.17941098908583322,8.157908693799298,10.157908693799298,1
3873,Ashton Gillotte,-2.339368832551356,66,ED,0.1552321265141169,7.018106497654069,10.018106497654069,0
3874,Harold Fannin,-1.6270604740453003,67,TE,0.1978814055522283,4.881181422135899,9.8811814221359,0
3875,Darien Porter,-1.915687357824173,68,CB,0.24729162454605103,5.74706207347252,9.74706207347252,0
3876,Kyle Williams,-2.538559694179078,69,WR,0.13874525080124536,7.615679082537234,9.615679082537234,1
3877,Isaac TeSlaa,-2.4956550133800834,70,WR,0.10662855456272761,7.48696504014025,9.48696504014025,1
3878,Vernon Broughton,-3.1202848115273043,71,IDL,0.1252631222208341,9.360854434581912,9.360854434581912,1
3879,Landon Jackson,-3.079094530460804,72,ED,0.1978814055522283,9.237283591382411,9.237283591382411,1
3880,Azareye'h Thomas,-2.3720635383685464,73,CB,0.1344506045182546,7.116190615105641,9.11619061510564,0
3881,Pat Bryant,-1.9991717777328912,74,WR,0.08255520649254322,5.997515333198674,8.997515333198674,0
3882,Nick Martin,-2.6270664139236963,75,LB,0.07534021061534683,7.881199241771089,8.881199241771089,1
3883,Shavon Revel,-2.589061817747224,76,CB,0.1533458282550176,7.7671854532416695,8.76718545324167,1
3884,Princely Umanmielen,-2.218472881927588,77,ED,0.08453352671737473,6.655418645782763,8.655418645782763,0
3885,Jordan Burch,-2.515281671498506,78,ED,0.19879715392986932,7.545845014495518,8.545845014495518,1
3886,Jaylin Noel,-2.146137408083915,79,WR,0.1976713389158249,6.438412224251746,8.438412224251746,0
3887,Dylan Fairchild,-0.7432556344874008,81,LG,0.2273124804099401,2.2297669034622025,8.229766903462203,0
3888,Kevin Winston,-2.042818883069128,82,S,0.15252621533970037,6.128456649207383,8.128456649207383,0
3889,Kaleb Johnson,-2.343030568325205,83,RB,0.09132842967907588,7.029091704975615,8.029091704975615,0
3890,Jacob Parrish,-1.6438754770906516,84,CB,0.09430080403884251,4.931626431271955,7.931626431271955,0
3891,Nohl Williams,-1.6120054690455696,85,CB,0.06281138382231195,4.836016407136709,7.836016407136709,0
3892,Jamaree Caldwell,-1.580739464352658,86,IDL,0.12095214985311031,4.742218393057974,7.742218393057974,0
3893,Savion Williams,-2.2167300983735845,87,WR,0.07288760567704837,6.650190295120754,7.650190295120754,0
3894,Wyatt Milum,-2.1570936643968097,89,LT,0.04019523411989212,6.471280993190429,7.471280993190429,0
3895,Josaiah Stewart,-1.7947736743747225,90,ED,0.1392907827782134,5.384321023124167,7.384321023124167,0
3896,Emery Jones,-2.432991124438665,91,RT,0.07583038757244746,7.298973373315995,7.298973373315995,1
3897,Jalen Milroe,-2.405067060106169,92,QB,0.14697943131128946,7.215201180318507,7.215201180318507,1
3898,Jonas Sanker,-0.0443228449193998,93,S,0.01926406907538573,0.13296853475820036,7.1329685347582,0
3899,Dillon Gabriel,-2.3507468176604283,94,QB,0.15720118085543314,7.052240452981285,7.052240452981285,0
3900,Jared Wilson,0.009005716792244,95,C,0.08666663120190303,-0.027017150376732246,6.972982849623268,0
3901,Xavier Watts,0.034945829643458,96,S,0.07534021061534683,-0.10483748893037426,6.895162511069626,0
3902,Jaylin Smith,-2.272915689925396,97,CB,0.05355635844171047,6.818747069776187,6.818747069776187,0
3903,Caleb Rogers,-1.581234993139687,98,RT,0.0033319912229975066,4.743704979419061,6.743704979419061,0
3904,Charles Grant,-1.8900018302816328,99,LT,0.009187847220649322,5.670005490844899,6.670005490844899,0
3905,Upton Stout,-1.5325395429312436,100,S,0.0012870013403395812,4.597618628793731,6.597618628793731,0
3906,Sai'vion Jones,-1.842171723122412,101,IDL,0.0414822354602317,5.5265151693672365,6.5265151693672365,0
3907,Tai Felton,-2.152222206072248,102,WR,0.017284182055542868,6.456666618216745,6.456666618216745,0
3908,Chimere Dike,-0.4626817298086365,103,WR,0.015997180715203285,1.3880451894259096,6.38804518942591,0
3909,Bhayshul Tuten,-1.1068745950213694,104,RB,0.09271274801964562,3.3206237850641083,6.320623785064108,0
3910,Cam Skattebo,-0.418125325129156,105,RB,0.0926406942307949,1.2543759753874681,6.254375975387468,0
3911,Craig Woodson,-0.0630919932217501,106,S,0.028926709511627752,0.18927597966525056,6.189275979665251,0
3912,Jack Kiser,-1.7084328825367436,107,LB,0.1229750985900561,5.125298647610231,6.125298647610231,0
3913,Dont'e Thornton,-1.6874731471307969,108,WR,0.03462033517037829,5.06241944139239,6.06241944139239,0
3914,Deone Walker,0.6664618605946352,109,IDL,0.041042353181789316,-1.9993855817839057,6.000614418216094,0
3915,Arian Smith,-1.6466200711472176,110,WR,0.018835867134233315,4.939860213441653,5.939860213441653,0
3916,Ty Robinson,-1.626711341410929,111,IDL,0.04974549232671658,4.880134024232788,5.880134024232788,0
3917,Danny Stutsman,-1.607137864570765,112,LB,0.017284182055542868,4.821413593712295,5.821413593712295,0
3918,CJ West,-1.587892398536269,113,IDL,0.0012870013403395812,4.763677195608807,5.763677195608807,0
3919,Trevor Etienne,-1.5689678731260492,114,RB,0.025978359548995893,4.706903619378148,5.706903619378148,0
3920,Cody Simon,-0.8836907185944846,115,LB,0.0033319912229975066,2.651072155783454,5.651072155783454,0
3921,Woody Marks,0.1346124723604257,116,RB,0.04610654587546984,-0.4038374170812773,5.596162582918723,0
3922,Jarquez Hunter,-1.8473850508870264,117,RB,0.013408213077733913,5.54215515266108,5.54215515266108,0
3923,Billy Bowman,-1.4963435258458384,118,S,0.0072079602008064585,4.489030577537515,5.489030577537515,0
3924,Barrett Carter,-0.1455900059974846,119,LB,0.005920958860466878,0.43677001799245385,5.436770017992454,0
3925,Gunnar Helm,-0.7951183566809593,120,TE,0.0012870013403395812,2.385355070042878,5.385355070042878,0
3926,Lathan Ransom,-0.761663499801171,122,S,0.026736348091314237,2.284990499403513,5.284990499403513,0
3927,Jack Sawyer,-1.078668713560542,123,ED,0.0,3.236006140681626,5.236006140681626,0
3928,Barryn Sorrell,-1.062599299772346,124,ED,0.0012870013403395812,3.1877978993170384,5.187797899317038,0
3929,Kyle Kennard,-1.7134497922387688,125,ED,0.0012870013403395812,5.140349376716307,5.140349376716307,0
3930,Dylan Sampson,-0.6978815144156272,126,RB,0.0,2.0936445432468815,5.0936445432468815,0
3931,Jalen Travis,-0.6825559094244346,127,LT,0.0012870013403395812,2.0476677282733036,5.047667728273304,0
3932,Jaylin Lane,-0.3341345368303242,128,WR,0.011018826315800348,1.0024036104909726,5.002403610490973,0
3933,Teddye Buchanan,0.0140542638173419,129,LB,0.0,-0.04216279145202595,4.957837208547974,0
3934,Malachi Moore,-0.3046512906485888,130,S,0.0,0.9139538719457674,4.913953871945767,0
3935,Quincy Riley,-0.6235797574032821,131,CB,0.005162970318148534,1.8707392722098461,4.870739272209846,0
3936,Ruben Hyppolite,-1.2760597981072743,132,LB,0.017284182055542868,3.8281793943218227,4.828179394321823,0
3937,Jalen Royals,-1.5954201761348834,133,WR,0.025978359548995893,4.78626052840465,4.78626052840465,0
3938,Quandarrius Robinson,-1.2483230872176734,134,ED,0.01926406907538573,3.7449692616530204,4.74496926165302,0
3939,Tonka Hemingway,-1.2347641568337446,135,IDL,0.009187847220649322,3.704292470501234,4.704292470501234,0
3940,Elic Ayomanor,-0.2214057710070275,136,WR,0.005162970318148534,0.6642173130210827,4.664217313021083,0
3941,Joshua Farmer,-0.5415770738475357,137,IDL,0.0012870013403395812,1.624731221542607,4.624731221542607,0
3942,Jordan Watkins,-1.5286072984969186,138,WR,0.0033319912229975066,4.585821895490756,4.585821895490756,0
3943,Tyrion Ingram-Dawkins,-0.8491590981437668,139,ED,0.0038759689778089523,2.5474772944313004,4.5474772944313,0
3944,Cam Jackson,-1.169895210439826,140,IDL,0.017548865793893736,3.5096856313194777,4.509685631319478,0
3945,Carson Vinson,-1.1574784553150634,141,LT,0.005162970318148534,3.4724353659451914,4.472435365945191,0
3946,Rylie Mills,-1.4785717328562278,142,IDL,0.0072079602008064585,4.435715198568683,4.435715198568683,0
3947,Jordan Phillips,0.5334953120863682,143,IDL,0.0033319912229975066,-1.6004859362591048,4.399514063740895,0
3948,Shedeur Sanders,-0.7879403747676195,144,QB,0.07051304044822852,2.3638211243028584,4.363821124302858,0
3949,Mac McWilliams,-1.442875255186235,145,CB,0.011018826315800348,4.328625765558705,4.328625765558705,0
3950,Bradyn Swinson,-1.4313058632056748,146,ED,0.03849630414818724,4.293917589617024,4.293917589617024,0
3951,Jordan James,-1.4198954699651722,147,RB,0.0,4.259686409895517,4.259686409895517,0
3952,Ty Hamilton,-1.075307415261341,148,IDL,0.03900293136636416,3.225922245784023,4.225922245784023,0
3953,Jaydon Blue,-1.0642051058203983,149,RB,0.0,3.192615317461195,4.192615317461195,0
3954,Jason Marshall,-1.0532520136200716,150,CB,0.0012870013403395812,3.1597560408602154,4.159756040860215,0
3955,DJ Giddens,-1.0424450075930567,151,RB,0.0012870013403395812,3.12733502277917,4.12733502277917,0
3956,Shemar James,-0.6984476853772547,152,LB,0.002044989882657925,2.095343056131764,4.095343056131764,0
3957,Jalen Rivers,-0.3545903717780805,153,LT,0.0012870013403395812,1.0637711153342417,4.063771115334242,0
3958,Marcus Mbow,-0.6775367839415161,154,RT,0.0012870013403395812,2.032610351824548,4.032610351824548,0
3959,Dante Trader,-0.6672840299032655,155,S,0.0072079602008064585,2.0018520897097964,4.0018520897097964,0
3960,Jeffrey Bassa,-0.9904959405127948,156,LB,1.2491907455114415e-06,2.9714878215383846,3.9714878215383846,0
3961,Elijah Roberts,0.3528302652689829,157,ED,0.07534021061534683,-1.0584907958069487,3.9415092041930513,0
3962,KeAndre Lambert-Smith,-1.3039693516338218,158,WR,0.03809957128639022,3.911908054901465,3.911908054901465,0
3963,Collin Oliver,-1.294225449120289,159,ED,0.022646733249227207,3.8826763473608654,3.8826763473608654,0
3964,Marques Sigle,-0.2846020693245252,160,S,0.028023349431653816,0.8538062079735762,3.853806207973576,0
3965,Smael Mondon,-0.941763304063378,161,LB,0.0012870013403395812,2.825289912190134,3.825289912190134,0
3966,Francisco Mauigoa,-0.265706626985679,162,LB,0.0,0.797119880957037,3.797119880957037,0
3967,Mitchell Evans,-0.5897628924220363,163,TE,0.018835867134233315,1.769288677266109,3.769288677266109,0
3968,Yahya Black,-0.5805963342675341,164,IDL,0.0,1.7417890028026015,3.7417890028026015,0
3969,Oronde Gadsden II,0.7617954351035694,165,TE,0.009189942696442207,-2.285386305310708,3.714613694689292,0
3970,Tory Horton,-0.5625852407746138,166,WR,0.029854328526804846,1.6877557223238409,3.687755722323841,0
3971,Jackson Slater,-0.8870693947689468,167,LG,0.0,2.66120818430684,3.66120818430684,0
3972,Drew Kendall,-0.8783214351526717,168,C,0.0012870013403395812,2.634964305458015,3.634964305458015,0
3973,Jordan Hancock,-0.8611203461114196,170,S,0.0,2.583361038334259,3.583361038334259,0
3974,Miles Frazier,-1.185996235042024,171,RG,0.0,3.557988705126072,3.557988705126072,0
3975,Jackson Hawes,-0.502690381508713,173,TE,0.03462033517037829,1.5080711445261392,3.508071144526139,0
3976,Denzel Burke,-0.1611712184415087,174,CB,0.02469172313188513,0.48351365532452606,3.483513655324526,0
3977,Robbie Ouzts,-1.1530718999814409,175,TE,0.007142857337991397,3.459215699944323,3.459215699944323,0
3978,Tyler Baron,-1.1450571384494637,176,ED,0.0012870013403395812,3.4351714153483908,3.4351714153483908,0
3979,Dorian Strong,-0.8037916804842258,177,CB,0.009187847220649322,2.4113750414526773,3.4113750414526773,0
3980,Ollie Gordon,-0.4548344956359497,179,RB,0.0033319912229975066,1.3645034869078492,3.364503486907849,0
3981,JJ Pegues,-0.7804724270524251,180,IDL,0.0,2.3414172811572755,3.3414172811572755,0
3982,Andres Borregales,-0.4319723871141618,182,K,0.0038759689778089523,1.2959171613424854,3.2959171613424854,0
3983,Marcus Harris,-0.4244975943331519,183,CB,0.0,1.273492782999456,3.273492782999456,0
3984,Devin Neal,-0.4170928995222775,184,RB,0.0,1.2512786985668325,3.2512786985668325,0
3985,Tyler Loop,-0.0691538171327807,186,K,0.0,0.20746145139834216,3.207461451398342,0
3986,Jaylen Reed,-0.7286161732621818,187,S,0.0033319912229975066,2.1858485197865454,3.1858485197865454,0
3987,Kalel Mullings,-1.0548087803302333,188,RB,0.0,3.1644263409907,3.1644263409907,0
3988,Riley Leonard,-0.3810634114272243,189,QB,0.06573371139044563,1.1431902342816729,3.143190234281673,0
3989,Bryce Cabeldue,-0.6935175700600574,192,RT,0.0,2.0805527101801724,3.0805527101801724,0
3990,Tahj Brooks,-1.0200052117682736,193,RB,0.005920958860466878,3.0600156353048207,3.0600156353048207,0
3991,Luke Newman,-0.6731429039256667,195,LG,0.0012870013403395812,2.019428711777,3.019428711777,0
3992,Warren Brinson,-0.6532346610566174,198,IDL,0.0033319912229975066,1.9597039831698524,2.9597039831698524,0
3993,Branson Taylor,-0.9800292511170966,199,LT,0.0035177779694398246,2.94008775335129,2.94008775335129,0
3994,Rayuan Lane,-0.640203663502243,200,S,0.0002698640649517377,1.920610990506729,2.920610990506729,0
3995,Kobe King,-0.967089956107826,201,LB,0.025978359548995893,2.9012698683234777,2.9012698683234777,0
3996,LaJohntay Wester,-0.9543265189845034,203,WR,0.0,2.86297955695351,2.86297955695351,0
3997,Ajani Cornelius,-0.9480076761291264,204,RT,0.007142857337991397,2.844023028387379,2.844023028387379,0
3998,Kain Medrano,-0.6083958199301048,205,LB,0.0038759689778089523,1.8251874597903144,2.8251874597903144,0
3999,Chase Lundt,-0.9354897774312038,206,RT,0.005162970318148534,2.806469332293611,2.806469332293611,0
4000,Cameron Williams,-0.9292883952431296,207,RT,0.0012870013403395812,2.7878651857293884,2.7878651857293884,0
4001,Jimmy Horn,-0.58979053925813,208,WR,0.005162970318148534,1.76937161777439,2.76937161777439,0
4002,Aeneas Peebles,-0.9109009642308408,210,IDL,0.011839001749952635,2.7327028926925228,2.7327028926925228,0
4003,Hayden Conner,-0.9048404042827878,211,LG,0.0012870013403395812,2.714521212848364,2.714521212848364,0
4004,R.J. Mickens,0.1131503610372422,214,S,0.0,-0.3394510831117268,2.660548916888273,0
4005,Jeremy Crawshaw,0.1249953047885975,216,P,0.002044989882657925,-0.37498591436579254,2.6250140856342075,0
4006,Jay Toia,-0.869123926048489,217,IDL,0.0033319912229975066,2.607371778145467,2.607371778145467,0
4007,Jack Nelson,-0.5299363464749348,218,LT,0.0012870013403395812,1.589809039424805,2.589809039424805,0
4008,Thomas Fidone,-0.8574410183018405,219,TE,0.0012870013403395812,2.5723230549055214,2.5723230549055214,0
4009,Marcus Bryant,-0.518303686567115,220,LT,0.03139371145516634,1.554911059701345,2.554911059701345,0
4010,Jonah Monheim,-0.1791901126936602,221,C,0.0012870013403395812,0.5375703380809806,2.5375703380809806,0
4011,Cody Lindenberg,-0.5067660743211632,222,LB,0.0,1.5202982229634894,2.5202982229634894,0
4012,Kitan Crawford,-0.489622521846362,225,S,0.005162970318148534,1.4688675655390862,2.468867565539086,0
4013,Carson Bruener,-0.483948054028602,226,LB,0.0012870013403395812,1.451844162085806,2.451844162085806,0
4014,Brashard Smith,0.1940123585927743,228,RB,0.0,-0.5820370757783229,2.417962924221677,0
4015,Quinn Ewers,-0.1225066341402187,231,QB,0.04491832215959827,0.36751990242065613,2.367519902420656,0
4016,Kyle Monangai,1.2219608200915877,233,RB,0.0,-3.6658824602747626,2.3341175397252374,0
4017,Mason Richman,-0.7724925913322714,234,LT,0.0012870013403395812,2.3174777739968144,2.3174777739968144,0
4018,Tez Johnson,0.2330412751299335,235,WR,0.007142857337991397,-0.6991238253897998,2.3008761746102,0
4019,LeQuint Allen,-0.4281035709652701,236,RB,0.0,1.2843107128958104,2.2843107128958104,0
4020,Ricky White,-0.7504267678409923,238,WR,0.0012870013403395812,2.251280303522977,2.251280303522977,0
4021,Phil Mafah,-0.7449371711708634,239,RB,0.0012870013403395812,2.2348115135125903,2.2348115135125903,0
4022,Konata Mumpfield,-0.3951895467811637,242,WR,0.002044989882657925,1.185568640343491,2.185568640343491,0
4023,Dominic Lovett,-0.7176195598923704,244,WR,0.011018826315800348,2.152858679677111,2.152858679677111,0
4024,Jacory Croskey-Merritt,1.2878219275760323,245,RB,0.0012870013403395812,-3.863465782728097,2.136534217271903,0
4025,Korie Black,-0.3734093147589677,246,CB,0.0012870013403395812,1.1202279442769032,2.120227944276903,0
4026,Moliki Matavao,-0.6958879153423938,248,TE,0.08864407800137997,2.0876637460271814,2.0876637460271814,0
4027,Connor Colby,0.3095323956757309,249,RG,0.013408213077733913,-0.9285971870271919,2.071402812972808,0
4028,Julian Ashby,-0.3463053551226926,251,LS,0.0,1.038916065368078,2.038916065368078,0
4029,Zeek Biggers,-0.3354889991964369,253,IDL,0.04223057689766089,1.0064669975893108,2.006466997589311,0
4030,Fadil Diggs,-0.6634177719079325,254,ED,0.02469135820865631,1.9902533157237967,1.9902533157237967,0
4031,Kobee Minor,-0.6472136361068624,257,CB,0.0012870013403395812,1.941640908320588,1.941640908320588,0
