Season,ranker,name_display,player_id,team_name_abbr,conf_abbr,games,xpm,xpa,xp_pct,fgm,fga,fg_pct,kick_points,awards
2013,69,Aleem Sunanon,aleem-sunanon-1,South Alabama,Sun Belt,12,37,39,94.9,18,23,78.3,91,
2013,70,Kyle Fischer,kyle-fischer-2,Louisiana Tech,CUSA,12,22,23,95.7,18,23,78.3,76,
2013,71,Chris Blewitt,chris-blewitt-1,Pitt,ACC,13,40,41,97.6,14,18,77.8,82,
2013,72,Jaden Oberkrom,jaden-oberkrom-1,Texas Christian,Big 12,12,37,37,100.0,14,18,77.8,79,
2013,73,Matt Wogan,matt-wogan-1,Oregon,Pac-12,13,41,43,95.3,7,9,77.8,62,
2013,74,Thomas Moore,thomas-moore-1,North Carolina,ACC,13,46,48,95.8,14,18,77.8,88,
2013,75,Kyle Brindza,kyle-brindza-1,Notre Dame,Ind,13,38,38,100.0,20,26,76.9,98,
2013,76,Matt Goudis,matt-goudis-1,Miami (FL),ACC,13,57,57,100.0,13,17,76.5,96,
2013,77,Brendan Gibbons,brendan-gibbons-1,Michigan,Big Ten,11,44,44,100.0,15,20,75.0,89,
2013,78,Cody Clark,cody-clark-1,Middle Tennessee State,CUSA,13,47,47,100.0,12,16,75.0,83,
2013,79,Francisco Velez,francisco-velez-1,Florida,SEC,5,6,6,100.0,6,8,75.0,24,
2013,80,Ian Frye,ian-frye-1,Virginia,ACC,4,10,10,100.0,3,4,75.0,19,
2013,81,Ian Patterson,ian-patterson-1,Kansas State,Big 12,9,12,12,100.0,3,4,75.0,21,
2013,82,Jack Russell,jack-russell-1,Wisconsin,Big Ten,9,34,34,100.0,9,12,75.0,61,
2013,83,Josh Lambert,josh-lambert-1,West Virginia,Big 12,11,35,36,97.2,17,23,73.9,86,
2013,84,Chris Boswell,chris-boswell-1,Rice,CUSA,14,47,49,95.9,14,19,73.7,89,
2013,85,Will Scott,will-scott-1,Troy,Sun Belt,12,49,51,96.1,11,15,73.3,82,
2013,86,Cairo Santos,cairo-santos-1,Tulane,CUSA,13,38,38,100.0,16,22,72.7,86,
2013,87,Daniel Grochowski,daniel-grochowski-1,Army,Ind,12,36,36,100.0,8,11,72.7,60,
2013,88,Justus Adams,justus-adams-1,New Mexico,MWC,12,49,50,98.0,8,11,72.7,73,
2013,89,Mike Meyer,mike-meyer-1,Iowa,Big Ten,13,41,41,100.0,16,22,72.7,89,
2013,90,Cole Netten,cole-netten-1,Iowa State,Big 12,12,33,34,97.1,13,18,72.2,72,
2013,91,Andrew Baggett,andrew-baggett-1,Missouri,SEC,14,66,69,95.7,18,25,72.0,120,
2013,92,Cody Parkey,cody-parkey-1,Auburn,SEC,14,66,67,98.5,15,21,71.4,111,
2013,93,Harrison Butker,harrison-butker-1,Georgia Tech,ACC,13,53,54,98.1,10,14,71.4,83,
2013,94,Ryan Norton,ryan-norton-2,Syracuse,ACC,12,26,28,92.9,10,14,71.4,56,
2013,95,Zach Paul,zach-paul-2,North Texas,CUSA,13,48,49,98.0,10,14,71.4,78,
2013,96,Will Oliver,will-oliver-1,Colorado,Pac-12,12,30,30,100.0,17,24,70.8,81,
2013,97,Cade Foster,cade-foster-1,Alabama,SEC,13,60,60,100.0,12,17,70.6,96,
2013,98,Taylor Zalewski,taylor-zalewski-1,Illinois,Big Ten,12,38,38,100.0,12,17,70.6,74,
2013,99,Kaleb Patterson,kaleb-patterson-1,Miami (OH),MAC,11,12,12,100.0,7,10,70.0,33,
2013,100,Trevor Romaine,trevor-romaine-1,Oregon State,Pac-12,13,50,52,96.2,14,20,70.0,92,
2013,101,Andrew Ritter,andrew-ritter-1,Ole Miss,SEC,13,42,45,93.3,16,23,69.6,90,
2013,102,Ty Long,ty-long-1,UAB,CUSA,12,35,35,100.0,16,23,69.6,83,
2013,103,Anthony Melchiori,anthony-melchiori-1,Kent State,MAC,9,20,20,100.0,9,13,69.2,47,
2013,104,Colin McGuire,colin-mcguire-1,Fresno State,MWC,13,71,75,94.7,11,16,68.8,104,
2013,105,Mitch Anderson,mitch-anderson-2,Florida Atlantic,CUSA,12,36,39,92.3,11,16,68.8,69,
2013,106,Richie Leone,richie-leone-1,Houston,American,13,32,32,100.0,11,16,68.8,65,
2013,107,Ross Martin,ross-martin-1,Duke,ACC,14,58,58,100.0,13,19,68.4,97,
2013,108,Andre Heidari,andre-heidari-1,USC,Pac-12,14,49,52,94.2,15,22,68.2,94,
2013,109,Austin Rehkow,austin-rehkow-1,Idaho,Ind,12,26,27,96.3,10,15,66.7,56,
2013,110,Chad Hedlund,chad-hedlund-1,Wake Forest,ACC,11,26,26,100.0,8,12,66.7,50,
2013,111,Ka'Imi Fairbairn,kaimi-fairbairn-1,UCLA,Pac-12,13,60,61,98.4,14,21,66.7,102,
2013,112,Kevin Muma,kevin-muma-1,Michigan State,Big Ten,14,12,13,92.3,4,6,66.7,24,
2013,113,Kyle Federico,kyle-federico-1,Rutgers,American,13,34,35,97.1,12,18,66.7,70,
2013,114,Taylor Bertolet,taylor-bertolet-1,Texas A&M,SEC,6,23,26,88.5,2,3,66.7,29,
2013,115,Wes Feer,wes-feer-1,San Diego State,MWC,10,21,25,84.0,8,12,66.7,45,
2013,116,Wil Lutz,wil-lutz-1,Georgia State,Sun Belt,11,25,26,96.2,8,12,66.7,49,
2013,117,Sam Ficken,sam-ficken-1,Penn State,Big Ten,12,41,42,97.6,15,23,65.2,86,
2013,118,Warren Harvey,warren-harvey-1,East Carolina,CUSA,13,60,62,96.8,15,23,65.2,105,
2013,119,Patrick Clarke,patrick-clarke-1,Buffalo,MAC,13,45,48,93.8,13,20,65.0,84,
2013,120,Ben Grogan,ben-grogan-1,Oklahoma State,Big 12,13,67,68,98.5,11,17,64.7,100,
2013,121,Aaron Jones,aaron-jones-2,Baylor,Big 12,13,82,82,100.0,14,22,63.6,124,
2013,122,Jake Smith,jake-smith-5,Arizona,Pac-12,13,52,54,96.3,12,19,63.2,88,
2013,123,Mathew Sims,mathew-sims-1,Northern Illinois,MAC,12,61,63,96.8,17,27,63.0,112,
2013,124,Chad Christen,chad-christen-1,Connecticut,American,12,27,27,100.0,10,16,62.5,57,
2013,125,Cody Journell,cody-journell-1,Virginia Tech,ACC,9,24,26,92.3,10,16,62.5,54,
2013,126,Kyle French,kyle-french-1,Wisconsin,Big Ten,6,23,24,95.8,5,8,62.5,38,
2013,127,Matthew Wyman,matthew-wyman-1,Kansas,Big 12,8,13,16,81.3,5,8,62.5,28,
2013,128,Stephen Brauchle,stephen-brauchle-1,Louisiana,Sun Belt,12,52,54,96.3,8,13,61.5,76,
2013,129,Corey Acosta,corey-acosta-1,Southern Mississippi,CUSA,12,24,24,100.0,11,18,61.1,57,
2013,130,Alejandro Maldonado,alejandro-maldonado-1,Oregon,Pac-12,13,30,31,96.8,3,5,60.0,39,
2013,131,Matt Wile,matt-wile-1,Michigan,Big Ten,13,5,5,100.0,3,5,60.0,14,
2013,132,Nick Visco,nick-visco-1,Temple,American,10,32,35,91.4,3,5,60.0,41,
2013,133,Robert Stein,robert-stein-1,Akron,MAC,12,29,30,96.7,9,15,60.0,56,
2013,134,Tyler Wedel,tyler-wedel-1,Northern Illinois,MAC,14,8,8,100.0,3,5,60.0,17,
2013,135,Nolan Kohorst,nolan-kohorst-1,Nevada-Las Vegas,MWC,13,45,49,91.8,10,17,58.8,75,
2013,136,Tyler Hadden,tyler-hadden-1,Hawaii,MWC,12,36,37,97.3,7,12,58.3,57,
2013,137,Sean Ianno,sean-ianno-1,UTSA,CUSA,12,38,38,100.0,11,19,57.9,71,
2013,138,Stuart Williams,stuart-williams-1,Wyoming,MWC,12,47,48,97.9,4,7,57.1,59,
2013,139,Justin Manton,justin-manton-1,Louisiana-Monroe,Sun Belt,12,34,35,97.1,5,9,55.6,49,
2013,140,Dylan Mulder,dylan-mulder-1,Eastern Michigan,MAC,12,24,26,92.3,6,11,54.5,42,
2013,141,Ammon Lakip,ammon-lakip-1,Clemson,ACC,5,6,6,100.0,1,2,50.0,9,
2013,142,Conrad Ukropina,conrad-ukropina-1,Stanford,Pac-12,6,11,12,91.7,2,4,50.0,17,
2013,143,Evan Sobiesk,evan-sobiesk-1,Mississippi State,SEC,7,15,16,93.8,3,6,50.0,24,
2013,144,Jake Thompson,jake-thompson-1,Utah State,MWC,4,0,0,,1,2,50.0,3,
2013,145,Michael Branthover,michael-branthover-1,Virginia Tech,ACC,5,1,1,100.0,1,2,50.0,4,
2013,146,Paul Griggs,paul-griggs-1,Purdue,Big Ten,11,21,22,95.5,6,12,50.0,39,
2013,147,Ross Krautman,ross-krautman-1,Syracuse,ACC,2,5,6,83.3,1,2,50.0,8,
2013,148,Jay Mattox,jay-mattox-1,UTEP,CUSA,12,32,32,100.0,7,15,46.7,53,
2013,149,Matt Green,matt-green-1,Ohio,MAC,7,10,10,100.0,4,9,44.4,22,
2013,150,Devon Bell,devon-bell-1,Mississippi State,SEC,13,25,26,96.2,6,14,42.9,43,
2013,151,Tony Miliano,tony-miliano-1,Cincinnati,American,13,54,56,96.4,7,17,41.2,75,
2013,152,Adam Griffith,adam-griffith-1,Alabama,SEC,6,5,5,100.0,1,3,33.3,8,
2013,153,Austin Hardin,austin-hardin-1,Florida,SEC,12,15,15,100.0,4,12,33.3,27,
2013,154,Blake Lucas,blake-lucas-1,Massachusetts,MAC,8,10,10,100.0,3,10,30.0,19,
2013,155,Brad Miller,brad-miller-3,Kent State,MAC,5,9,9,100.0,1,4,25.0,12,
2013,156,Ethan Keyserling,ethan-keyserling-1,Virginia Tech,ACC,2,3,3,100.0,0,3,0.0,3,
2013,157,Jim Cooper Jr.,jim-cooper-jr-1,Temple,American,12,1,3,33.3,0,3,0.0,1,
2013,158,John Henson,john-henson-1,Arkansas,SEC,1,1,1,100.0,0,1,0.0,1,
2013,159,Matthew Nakatani,matthew-nakatani-1,Louisville,American,3,3,3,100.0,0,1,0.0,3,
2013,160,Nick Tausch,nick-tausch-1,Notre Dame,Ind,3,4,4,100.0,0,1,0.0,4,
2013,161,Nieco Teipel,nieco-teipel-1,Ohio,MAC,13,0,0,,0,1,0.0,0,
2013,162,Paul Layton,paul-layton-1,Temple,American,12,1,1,100.0,0,1,0.0,1,
2013,163,Rodrigo Quirarte,rodrigo-quirarte-1,UCF,American,2,4,4,100.0,0,1,0.0,4,
2013,164,Seamus McMorrow,seamus-mcmorrow-1,San Diego State,MWC,8,18,20,90.0,0,4,0.0,18,
2013,165,Will Johnson,will-johnson-5,Texas State,Sun Belt,12,13,13,100.0,0,5,0.0,13,
2013,166,Zach Olen,zach-olen-1,North Texas,CUSA,2,2,4,50.0,0,1,0.0,2,
2013,167,Andrew Chau,andrew-chau-1,Georgia Tech,ACC,1,4,4,100.0,0,0,,4,
2013,168,Andrew Fletcher,andrew-fletcher-1,Ole Miss,SEC,2,2,2,100.0,0,0,,2,
2013,169,Blake Dunn,blake-dunn-1,Fresno State,MWC,11,0,1,0.0,0,0,,0,
2013,170,Cale Brewer,cale-brewer-1,Army,Ind,1,1,1,100.0,0,0,,1,
2013,171,Canon Rooker,canon-rooker-1,Middle Tennessee State,CUSA,13,1,1,100.0,0,0,,1,
2013,172,Clay Simpkins,clay-simpkins-1,Toledo,MAC,1,1,1,100.0,0,0,,1,
2013,173,Cody Johnson,cody-johnson-2,North Carolina,ACC,1,3,3,100.0,0,0,,3,
2013,174,David Scully,david-scully-1,Georgia Tech,ACC,2,3,3,100.0,0,0,,3,
2013,175,Drew Oehrle,drew-oehrle-1,Air Force,MWC,1,1,1,100.0,0,0,,1,
2013,176,Edwin Arceo,edwin-arceo-1,Iowa State,Big 12,12,2,2,100.0,0,0,,2,
2013,177,Grant Venham,grant-venham-1,Ohio,MAC,11,1,1,100.0,0,0,,1,
2013,178,James Hairston,james-hairston-1,LSU,SEC,1,4,4,100.0,0,0,,4,
2013,179,Jed Solomon,jed-solomon-1,Troy,Sun Belt,1,1,1,100.0,0,0,,1,
2013,180,Jonathan Fisher,jonathan-fisher-1,Syracuse,ACC,3,1,1,100.0,0,0,,1,
2013,181,Josh Thompson,josh-thompson-3,Utah State,MWC,1,2,2,100.0,0,0,,2,
2013,182,Justin Hardy,justin-hardy-1,East Carolina,CUSA,13,1,1,100.0,0,0,,1,
2013,183,Kyle Clinton,kyle-clinton-2,Ohio State,Big Ten,1,3,3,100.0,0,0,,3,
2013,184,Marshall Koehn,marshall-koehn-1,Iowa,Big Ten,1,1,1,100.0,0,0,,1,
2013,185,Matt Amicone,matt-amicone-1,Ohio,MAC,1,1,1,100.0,0,0,,1,
2013,186,Matt Hubbard,matt-hubbard-1,Georgia State,Sun Belt,12,2,2,100.0,0,0,,2,
2013,187,Nick Borgese,nick-borgese-1,Rutgers,American,3,6,6,100.0,0,0,,6,
2013,188,Ryan Frain,ryan-frain-1,Illinois,Big Ten,1,2,2,100.0,0,0,,2,
2013,,League Average,,,,,,,97.1,,,75.2,,
2014,1,Alex Garoutte,alex-garoutte-1,Arizona State,Pac-12,13,3,3,100.0,1,1,100.0,6,
2014,2,Austin Grebe,austin-grebe-1,Navy,Ind,13,33,33,100.0,6,6,100.0,51,
2014,3,Joey Launceford,joey-launceford-1,Boston College,ACC,6,14,18,77.8,4,4,100.0,26,
2014,4,Logan Spry,logan-spry-1,Arkansas State,Sun Belt,3,16,18,88.9,3,3,100.0,25,
2014,5,Mauro Bondi,mauro-bondi-1,Nebraska,Big Ten,5,1,1,100.0,1,1,100.0,4,
2014,6,Tyler Mayes,tyler-mayes-1,Temple,American,4,2,2,100.0,2,2,100.0,8,
2014,7,Brad Craddock,brad-craddock-1,Maryland,Big Ten,13,44,44,100.0,18,19,94.7,98,
2014,8,Matthew McCrane,matthew-mccrane-1,Kansas State,Big 12,12,41,42,97.6,18,19,94.7,95,
2014,9,Aidan Schneider,aidan-schneider-1,Oregon,Pac-12,9,40,42,95.2,11,12,91.7,73,
2014,10,Ross Martin,ross-martin-1,Duke,ACC,13,50,50,100.0,19,21,90.5,107,
2014,11,Will Conant,will-conant-1,Air Force,MWC,13,45,46,97.8,19,21,90.5,102,
2014,12,Roberto Aguayo,roberto-aguayo-1,Florida State,ACC,14,55,55,100.0,27,30,90.0,136,AA
2014,13,Brian Eavey,brian-eavey-1,Central Michigan,MAC,12,40,42,95.2,8,9,88.9,64,
2014,14,Trevor Romaine,trevor-romaine-1,Oregon State,Pac-12,7,16,16,100.0,8,9,88.9,40,
2014,15,Trevor Moore,trevor-moore-1,North Texas,CUSA,12,37,37,100.0,15,17,88.2,82,
2014,16,Wil Lutz,wil-lutz-1,Georgia State,Sun Belt,12,35,35,100.0,7,8,87.5,56,
2014,17,Josh Lambo,josh-lambo-1,Texas A&M,SEC,12,59,59,100.0,13,15,86.7,98,
2014,18,Rafael Gaglianone,rafael-gaglianone-1,Wisconsin,Big Ten,13,59,61,96.7,19,22,86.4,116,
2014,19,Evan Sobiesk,evan-sobiesk-1,Mississippi State,SEC,13,56,59,94.9,12,14,85.7,92,
2014,20,Francisco Velez,francisco-velez-1,Florida,SEC,10,30,31,96.8,12,14,85.7,66,
2014,21,Trevor Samson,trevor-samson-1,BYU,Ind,13,62,63,98.4,12,14,85.7,98,
2014,22,Garrett Owens,garrett-owens-1,Oregon State,Pac-12,6,17,17,100.0,11,13,84.6,50,
2014,23,Aleem Sunanon,aleem-sunanon-1,South Alabama,Sun Belt,13,24,26,92.3,15,18,83.3,69,
2014,24,Cameron Van Winkle,cameron-van-winkle-1,Washington,Pac-12,14,47,49,95.9,20,24,83.3,107,
2014,25,Justin Manton,justin-manton-1,Louisiana-Monroe,Sun Belt,12,23,23,100.0,20,24,83.3,83,
2014,26,Scott Secor,scott-secor-1,Ball State,MAC,12,34,35,97.1,25,30,83.3,109,
2014,27,Sam Ficken,sam-ficken-1,Penn State,Big Ten,13,28,28,100.0,24,29,82.8,100,
2014,28,Andrew Haldeman,andrew-haldeman-1,Western Michigan,MAC,13,51,56,91.1,14,17,82.4,93,
2014,29,Andy Phillips,andy-phillips-2,Utah,Pac-12,13,44,45,97.8,23,28,82.1,113,
2014,30,Andre Heidari,andre-heidari-1,USC,Pac-12,11,49,50,98.0,9,11,81.8,76,
2014,31,Hunter Stover,hunter-stover-1,Louisiana,Sun Belt,13,43,46,93.5,18,22,81.8,97,
2014,32,Ka'Imi Fairbairn,kaimi-fairbairn-1,UCLA,Pac-12,13,47,48,97.9,18,22,81.8,101,
2014,33,Ian Frye,ian-frye-1,Virginia,ACC,12,34,35,97.1,22,27,81.5,100,
2014,34,Jaden Oberkrom,jaden-oberkrom-1,Texas Christian,Big 12,13,76,77,98.7,22,27,81.5,142,
2014,35,Zane Gonzalez,zane-gonzalez-1,Arizona State,Pac-12,12,50,52,96.2,22,27,81.5,116,
2014,36,Cole Murphy,cole-murphy-1,Syracuse,ACC,12,11,12,91.7,13,16,81.3,50,
2014,37,Jay Mattox,jay-mattox-1,UTEP,CUSA,13,43,44,97.7,13,16,81.3,82,
2014,38,Robert Stein,robert-stein-1,Akron,MAC,12,27,27,100.0,13,16,81.3,66,
2014,39,Justin Haig,justin-haig-1,Marshall,CUSA,14,82,82,100.0,17,21,81.0,133,
2014,40,Sean Ianno,sean-ianno-1,UTSA,CUSA,11,19,21,90.5,17,21,81.0,70,
2014,41,Andrew Gantz,andrew-gantz-1,Cincinnati,American,13,52,54,96.3,16,20,80.0,100,
2014,42,Donny Hageman,donny-hageman-1,San Diego State,MWC,13,37,37,100.0,20,25,80.0,97,
2014,43,Paul Griggs,paul-griggs-1,Purdue,Big Ten,12,32,33,97.0,16,20,80.0,80,
2014,44,Tyler Tate,tyler-tate-1,Bowling Green,MAC,14,45,48,93.8,23,29,79.3,114,
2014,45,John Wallace,john-wallace-1,Louisville,ACC,13,50,50,100.0,15,19,78.9,95,
2014,46,Mike Weaver,mike-weaver-1,Wake Forest,ACC,12,19,19,100.0,15,19,78.9,64,
2014,47,Ben Grogan,ben-grogan-1,Oklahoma State,Big 12,13,41,41,100.0,22,28,78.6,107,
2014,48,Cole Netten,cole-netten-1,Iowa State,Big 12,12,35,35,100.0,11,14,78.6,68,
2014,49,Tyler Hadden,tyler-hadden-1,Hawaii,MWC,13,28,28,100.0,18,23,78.3,82,
2014,50,Austin Macginnis,austin-macginnis-1,Kentucky,SEC,12,41,41,100.0,21,27,77.8,104,
2014,51,Brent Zuzo,brent-zuzo-1,Nevada,MWC,13,43,45,95.6,14,18,77.8,85,
2014,52,Jack Mitchell,jack-mitchell-2,Northwestern,Big Ten,12,26,28,92.9,14,18,77.8,68,
2014,53,Matt Wogan,matt-wogan-1,Oregon,Pac-12,13,39,41,95.1,7,9,77.8,60,
2014,54,Michael Badgley,michael-badgley-1,Miami (FL),ACC,11,34,38,89.5,14,18,77.8,76,
2014,55,Jeremiah Detmer,jeremiah-detmer-1,Toledo,MAC,13,57,59,96.6,17,22,77.3,108,
2014,56,Aaron Medley,aaron-medley-1,Tennessee,SEC,13,42,43,97.7,20,26,76.9,102,
2014,57,Josh Lambert,josh-lambert-1,West Virginia,Big 12,13,45,45,100.0,30,39,76.9,135,
2014,58,Marvin Kloss,marvin-kloss-1,South Florida,American,12,23,23,100.0,13,17,76.5,62,
2014,59,Ty Long,ty-long-1,UAB,CUSA,12,47,48,97.9,13,17,76.5,86,
2014,60,Chris Blewitt,chris-blewitt-1,Pitt,ACC,13,50,51,98.0,16,21,76.2,98,
2014,61,Dan Goodale,dan-goodale-1,Boise State,MWC,14,67,70,95.7,16,21,76.2,115,
2014,62,Garrett Schwettman,garrett-schwettman-1,Western Kentucky,CUSA,13,70,71,98.6,16,21,76.2,118,
2014,63,Kyle Federico,kyle-federico-1,Rutgers,Big Ten,13,41,43,95.3,16,21,76.2,89,
2014,64,Marshall Morgan,marshall-morgan-1,Georgia,SEC,13,67,68,98.5,16,21,76.2,115,
2014,65,Will Oliver,will-oliver-1,Colorado,Pac-12,12,42,42,100.0,16,21,76.2,90,
2014,66,Corey Acosta,corey-acosta-1,Southern Mississippi,CUSA,12,21,23,91.3,19,25,76.0,78,
2014,67,Ammon Lakip,ammon-lakip-1,Clemson,ACC,13,43,44,97.7,21,28,75.0,106,
2014,68,Christian Hagan,christian-hagan-1,Northern Illinois,MAC,6,23,23,100.0,9,12,75.0,50,
2014,69,Daniel Carlson,daniel-carlson-1,Auburn,SEC,13,57,57,100.0,18,24,75.0,111,
2014,70,Gary Wunderlich,gary-wunderlich-1,Ole Miss,SEC,11,20,20,100.0,6,8,75.0,38,
2014,71,Marshall Koehn,marshall-koehn-1,Iowa,Big Ten,13,38,38,100.0,12,16,75.0,74,
2014,72,Mike Knoll,mike-knoll-2,Boston College,ACC,5,13,15,86.7,3,4,75.0,22,
2014,73,Quentin Breshears,quentin-breshears-2,Washington State,Pac-12,11,41,42,97.6,9,12,75.0,68,
2014,74,Shawn Moffitt,shawn-moffitt-1,UCF,American,12,30,30,100.0,17,23,73.9,81,
2014,75,Colby Delahoussaye,colby-delahoussaye-1,LSU,SEC,12,34,36,94.4,11,15,73.3,67,
2014,76,Will Johnson,will-johnson-5,Texas State,Sun Belt,12,32,33,97.0,11,15,73.3,65,
2014,77,James Farrimond,james-farrimond-1,Rice,CUSA,13,25,25,100.0,8,11,72.7,49,
2014,78,Kyle Bullard,kyle-bullard-1,Houston,American,13,42,47,89.4,16,22,72.7,90,
2014,79,Tommy Openshaw,tommy-openshaw-1,Vanderbilt,SEC,11,21,21,100.0,8,11,72.7,45,
2014,80,Griffin Oakes,griffin-oakes-1,Indiana,Big Ten,10,23,23,100.0,13,18,72.2,62,
2014,81,Michael Hunnicutt,michael-hunnicutt-1,Oklahoma,Big 12,13,60,62,96.8,13,18,72.2,99,
2014,82,Andrew Baggett,andrew-baggett-1,Missouri,SEC,14,43,45,95.6,18,25,72.0,97,
2014,83,Elliott Fry,elliot-fry-1,South Carolina,SEC,13,51,51,100.0,18,25,72.0,105,
2014,84,Alex Hanks,alex-hanks-1,Georgia Southern,Sun Belt,12,47,54,87.0,10,14,71.4,77,
2014,85,Austin Taylor,austin-taylor-2,Florida International,CUSA,12,29,30,96.7,15,21,71.4,74,
2014,86,Casey Skowron,casey-skowron-1,Arizona,Pac-12,14,57,57,100.0,20,28,71.4,117,
2014,87,Joey Slye,joey-slye-1,Virginia Tech,ACC,13,33,34,97.1,20,28,71.4,93,
2014,88,Matt Wile,matt-wile-1,Michigan,Big Ten,12,28,28,100.0,15,21,71.4,73,
2014,89,Ryan Bustin,ryan-bustin-1,Texas Tech,Big 12,12,42,44,95.5,10,14,71.4,72,
2014,90,Ryan Kay,ryan-kay-1,Troy,Sun Belt,12,30,30,100.0,10,14,71.4,60,
2014,91,Jonathan Barnes,jonathan-barnes-1,Louisiana Tech,CUSA,13,39,42,92.9,12,17,70.6,75,
2014,92,Nick Diaz,nick-diaz-1,Utah State,MWC,14,45,48,93.8,12,17,70.6,81,
2014,93,Niklas Sade,niklas-sade-1,North Carolina State,ACC,13,46,48,95.8,12,17,70.6,82,
2014,94,Stuart Williams,stuart-williams-1,Wyoming,MWC,12,31,31,100.0,12,17,70.6,67,
2014,95,Adam McFain,adam-mcfain-1,Arkansas,SEC,10,20,20,100.0,7,10,70.0,41,
2014,96,Austin Hardin,austin-hardin-1,Florida,SEC,12,12,12,100.0,7,10,70.0,33,
2014,97,Bentlee Critcher,bentlee-critcher-1,Appalachian State,Sun Belt,12,34,38,89.5,7,10,70.0,55,
2014,98,Greg Joseph,greg-joseph-2,Florida Atlantic,CUSA,12,34,35,97.1,14,20,70.0,76,
2014,99,Chris Callahan,chris-callahan-3,Baylor,Big 12,13,75,76,98.7,18,26,69.2,129,
2014,100,Kaleb Patterson,kaleb-patterson-1,Miami (OH),MAC,12,31,32,96.9,9,13,69.2,58,
2014,101,Jordan Williamson,jordan-williamson-1,Stanford,Pac-12,13,43,43,100.0,15,22,68.2,88,
2014,102,Carl Salazar,carl-salazar-1,Tulsa,American,12,34,34,100.0,12,18,66.7,70,
2014,103,Drew Brown,drew-brown-1,Nebraska,Big Ten,13,59,59,100.0,14,21,66.7,101,
2014,104,Dylan Mulder,dylan-mulder-1,Eastern Michigan,MAC,12,20,22,90.9,8,12,66.7,44,
2014,105,Grant McLaurin,grant-mclaurin-1,South Alabama,Sun Belt,2,6,7,85.7,4,6,66.7,18,
2014,106,Gunnar Raborn,gunnar-raborn-1,Alabama,SEC,2,9,10,90.0,2,3,66.7,15,
2014,107,Logan Laurent,logan-laurent-1,Massachusetts,MAC,5,13,18,72.2,4,6,66.7,25,
2014,108,Matt Goudis,matt-goudis-1,Miami (FL),ACC,3,6,6,100.0,4,6,66.7,18,
2014,109,Nick Rose,nick-rose-1,Texas,Big 12,13,30,32,93.8,14,21,66.7,72,
2014,110,Nicolai Bornand,nicolai-bornand-1,Nevada-Las Vegas,MWC,7,0,0,,4,6,66.7,12,
2014,111,Ricky Segers,ricky-segers-1,Old Dominion,CUSA,7,26,27,96.3,2,3,66.7,32,
2014,112,Rodrigo Quirarte,rodrigo-quirarte-1,UCF,American,3,10,10,100.0,4,6,66.7,22,
2014,113,Ryan Santoso,ryan-santoso-1,Minnesota,Big Ten,13,45,46,97.8,12,18,66.7,81,
2014,114,Jake Elliott,jake-elliott-1,Memphis,American,13,57,57,100.0,21,32,65.6,120,
2014,115,Josiah Yazdani,josiah-yazdani-1,Ohio,MAC,12,27,27,100.0,17,26,65.4,78,
2014,116,Sean Nuernberger,sean-nuernberger-1,Ohio State,Big Ten,15,89,89,100.0,13,20,65.0,128,
2014,117,James Langford,james-langford-1,California,Pac-12,12,56,57,98.2,11,17,64.7,89,
2014,118,Jonathan Leiva,jonathan-leiva-1,Nevada-Las Vegas,MWC,13,32,33,97.0,11,17,64.7,65,
2014,119,Bobby Puyol,bobby-puyol-1,Connecticut,American,12,19,22,86.4,9,14,64.3,46,
2014,120,Kody Kroening,kody-kroening-1,Fresno State,MWC,13,45,46,97.8,9,14,64.3,72,
2014,121,Michael Geiger,michael-geiger-1,Michigan State,Big Ten,13,72,72,100.0,14,22,63.6,114,
2014,122,Warren Harvey,warren-harvey-1,East Carolina,American,13,57,58,98.3,14,22,63.6,99,
2014,123,Adam Griffith,adam-griffith-1,Alabama,SEC,13,53,54,98.1,12,19,63.2,89,
2014,124,Nick Weiler,nick-weiler-1,North Carolina,ACC,13,35,37,94.6,5,8,62.5,50,
2014,125,Zack Rogers,zach-rogers-3,New Mexico,MWC,12,43,44,97.7,5,8,62.5,58,
2014,126,Harrison Butker,harrison-butker-1,Georgia Tech,ACC,14,65,66,98.5,11,18,61.1,98,
2014,127,Cody Clark,cody-clark-1,Middle Tennessee State,CUSA,12,46,46,100.0,9,15,60.0,73,
2014,128,Jared Roberts,jared-roberts-1,Colorado State,MWC,13,57,58,98.3,12,20,60.0,93,
2014,129,Matthew Wyman,matthew-wyman-1,Kansas,Big 12,11,25,27,92.6,9,15,60.0,52,
2014,130,Satchel Ziffer,satchel-ziffer-1,Old Dominion,CUSA,5,12,12,100.0,3,5,60.0,21,
2014,131,Austin Jones,austin-jones-4,Temple,American,12,30,30,100.0,13,22,59.1,69,
2014,132,Kyle Brindza,kyle-brindza-1,Notre Dame,Ind,13,51,52,98.1,14,24,58.3,93,
2014,133,Maxwell Johnson,maxwell-johnson-1,New Mexico State,Sun Belt,12,37,38,97.4,7,12,58.3,58,
2014,134,Austin Rehkow,austin-rehkow-1,Idaho,Sun Belt,11,28,29,96.6,11,19,57.9,61,
2014,135,Ryan Norton,ryan-norton-2,Syracuse,ACC,5,9,9,100.0,4,7,57.1,21,
2014,136,Anthony Melchiori,anthony-melchiori-1,Kent State,MAC,11,16,18,88.9,10,18,55.6,46,
2014,137,Jack Cantele,jack-cantele-1,Kansas State,Big 12,7,11,12,91.7,5,9,55.6,26,
