Season,ranker,name_display,player_id,team_name_abbr,conf_abbr,games,xpm,xpa,xp_pct,fgm,fga,fg_pct,kick_points,awards
2005,144,Gerry McGroarty,gerry-mcgroarty-1,Buffalo,MAC,3,0,0,,2,5,40.0,6,
2005,145,John Goss,john-goss-1,Michigan State,Big Ten,7,28,28,100.0,4,11,36.4,40,
2005,146,David Defatta,david-defatta-1,Marshall,CUSA,2,2,3,66.7,1,3,33.3,5,
2005,147,Jarrod Jakubiak,jarrod-jakubiak-1,Utah State,WAC,3,4,6,66.7,1,3,33.3,7,
2005,148,Nate Fry,nate-fry-1,Bowling Green,MAC,11,18,21,85.7,1,3,33.3,21,
2005,149,Warley Leroy,warley-leroy-1,Florida Atlantic,Sun Belt,2,3,3,100.0,1,3,33.3,6,
2005,150,Michael Baker,michael-baker-1,Buffalo,MAC,10,12,13,92.3,2,8,25.0,18,
2005,151,Brooks Rossman,brooks-rossman-1,Ohio,MAC,7,10,10,100.0,1,5,20.0,13,
2005,152,Matt Haughey,matt-haughey-1,Michigan State,Big Ten,5,11,11,100.0,1,5,20.0,14,
2005,153,Joe Riley,joe-riley-1,Army,Ind,6,4,5,80.0,1,6,16.7,7,
2005,154,Edgar Arceo,edgar-arceo-1,Iowa State,Big 12,2,0,1,0.0,0,1,0.0,0,
2005,155,Joel Stelly,joel-stelly-1,Louisiana-Monroe,Sun Belt,11,0,0,,0,2,0.0,0,
2005,156,Kyle Tucker,kyle-tucker-1,Kansas,Big 12,12,0,0,,0,1,0.0,0,
2005,157,Layne Neumann,layne-neumann-1,Texas A&M,Big 12,3,0,0,,0,2,0.0,0,
2005,158,Lee Jackson,lee-jackson-1,Georgia,SEC,13,0,0,,0,1,0.0,0,
2005,159,Mike Benzer,mike-benzer-1,South Florida,Big East,2,2,3,66.7,0,3,0.0,2,
2005,160,Patrick Shadle,patrick-shadle-1,Syracuse,Big East,1,0,0,,0,1,0.0,0,
2005,161,Ryan Succop,ryan-succop-1,South Carolina,SEC,2,0,0,,0,2,0.0,0,
2005,162,Alex Rosenblum,alex-rosenblum-1,Nevada,WAC,11,0,1,0.0,0,0,,0,
2005,163,Bijan Shahmirza,bijan-shahmirza-1,San Jose State,WAC,1,1,1,100.0,0,0,,1,
2005,164,Brian Malette,brian-malette-1,UCLA,Pac-10,1,1,1,100.0,0,0,,1,
2005,165,Chase Goggans,chase-goggans-1,Florida State,ACC,13,1,1,100.0,0,0,,1,
2005,166,Chase Keane,chase-keane-1,Florida State,ACC,2,1,1,100.0,0,0,,1,
2005,167,Craig Moore,craig-moore-1,Michigan,Big Ten,12,1,1,100.0,0,0,,1,
2005,168,Eric Nappy,eric-nappy-1,Florida,SEC,1,2,2,100.0,0,0,,2,
2005,169,Garrett LeFevre,garrett-lefevre-1,Houston,CUSA,10,1,1,100.0,0,0,,1,
2005,170,Graham Siderius,graham-siderius-1,Washington State,Pac-10,11,4,4,100.0,0,0,,4,
2005,171,Greg Meyers,greg-meyers-1,Duke,ACC,1,1,1,100.0,0,0,,1,
2005,172,Jimmy Rotstein,jimmy-rotstein-1,UCLA,Pac-10,3,5,5,100.0,0,0,,5,
2005,173,Jon Temple,jon-temple-1,Wake Forest,ACC,1,1,1,100.0,0,0,,1,
2005,174,Kyle Mayer,kyle-mayer-1,Michigan State,Big Ten,3,4,5,80.0,0,0,,4,
2005,175,Kyle Phillips,kyle-phillips-1,Texas,Big 12,1,1,1,100.0,0,0,,1,
2005,176,Matt Harmon,matt-harmon-2,Navy,Ind,1,1,1,100.0,0,0,,1,
2005,177,Matt Schultz,matt-schultz-1,Tulsa,CUSA,1,1,1,100.0,0,0,,1,
2005,178,Matthew Williams,matthew-williams-1,UTEP,CUSA,1,1,1,100.0,0,0,,1,
2005,179,Mike Gruzwalski,mike-gruzwalski-1,Central Michigan,MAC,11,1,1,100.0,0,0,,1,
2005,180,Nathan Parseghian,nathan-parseghian-1,Miami (OH),MAC,11,1,1,100.0,0,0,,1,
2005,181,Patrick Johnson,patrick-johnson-1,Vanderbilt,SEC,1,1,1,100.0,0,0,,1,
2005,182,Paul Wheeler,paul-wheeler-1,Middle Tennessee State,Sun Belt,9,1,1,100.0,0,0,,1,
2005,183,Richmond McGee,richmond-mcgee-1,Texas,Big 12,13,4,7,57.1,0,0,,4,
2005,184,Russ Williams,russ-williams-2,UTEP,CUSA,1,1,1,100.0,0,0,,1,
2005,185,Stephen Arnold,stephen-arnold-1,Arkansas,SEC,1,1,1,100.0,0,0,,1,
2005,186,Thomas Olmsted,thomas-olmsted-1,Troy,Sun Belt,11,1,1,100.0,0,0,,1,
2005,187,Trey Adams,trey-adams-1,Memphis,CUSA,1,1,1,100.0,0,0,,1,
2005,188,Tucker King,tucker-king-1,North Carolina State,ACC,2,0,1,0.0,0,0,,0,
2005,,League Average,,,,,,,95.7,,,69.1,,
2006,1,Austin Signor,austin-signor-1,Iowa,Big Ten,9,5,5,100.0,2,2,100.0,11,
2006,2,Bruce Redden,bruce-redden-1,Oklahoma State,Big 12,13,10,10,100.0,1,1,100.0,13,
2006,3,Casey Welch,casey-welch-1,Purdue,Big Ten,8,1,1,100.0,1,1,100.0,4,
2006,4,Connor Barth,connor-barth-1,North Carolina,ACC,12,24,26,92.3,10,10,100.0,54,
2006,5,David Buehler,david-buehler-1,USC,Pac-10,13,0,0,,1,1,100.0,3,
2006,6,Mike Jones,mike-jones-3,Western Michigan,MAC,1,0,0,,1,1,100.0,3,
2006,7,Patrick Johnson,patrick-johnson-1,Vanderbilt,SEC,1,0,0,,1,1,100.0,3,
2006,8,Randy Desmyter,randy-desmyter-1,Duke,ACC,4,6,8,75.0,1,1,100.0,9,
2006,9,Romeen Abdollmohammadi,romeen-abdollmohammadi-1,Washington State,Pac-10,5,10,10,100.0,3,3,100.0,19,
2006,10,Ryan Bailey,ryan-bailey-1,Texas,Big 12,6,17,18,94.4,6,6,100.0,35,
2006,11,Ryan Gaudet,ryan-gaudet-1,LSU,SEC,5,2,2,100.0,1,1,100.0,5,
2006,12,Tony Ciaravino,tony-ciaravino-1,Connecticut,Big East,6,12,13,92.3,2,2,100.0,18,
2006,13,Garrett Hartley,garrett-hartley-1,Oklahoma,Big 12,14,49,50,98.0,19,20,95.0,106,
2006,14,Brandon Pace,brandon-pace-1,Virginia Tech,ACC,13,38,40,95.0,18,19,94.7,92,
2006,15,Mario Danelo,mario-danelo-1,USC,Pac-10,13,44,48,91.7,15,16,93.8,89,
2006,16,Cole Wilson,cole-wilson-1,Louisiana-Monroe,Sun Belt,12,21,23,91.3,14,15,93.3,63,
2006,17,Anthony Montgomery,anthony-montgomery-2,Boise State,WAC,13,61,63,96.8,13,14,92.9,100,
2006,18,Jarod Tracy,jarod-tracy-1,Tulsa,CUSA,13,43,45,95.6,11,12,91.7,76,
2006,19,Brandon Coutu,brandon-coutu-1,Georgia,SEC,6,17,17,100.0,10,11,90.9,47,
2006,20,Jeff Wolfert,jeff-wolfert-1,Missouri,Big 12,13,45,45,100.0,18,20,90.0,99,
2006,21,Brian Jackson,brian-jackson-2,Ball State,MAC,12,37,38,97.4,17,19,89.5,88,
2006,22,Patrick Shadle,patrick-shadle-1,Syracuse,Big East,12,21,21,100.0,16,18,88.9,69,
2006,23,Alex Steigerwald,alex-steigerwald-1,Toledo,MAC,12,30,31,96.8,7,8,87.5,51,
2006,24,Justin Medlock,justin-medlock-1,UCLA,Pac-10,13,29,29,100.0,28,32,87.5,113,AA
2006,25,Adam Tanalski,adam-tanalski-1,Buffalo,MAC,9,17,17,100.0,6,7,85.7,35,
2006,26,Chris Manfredini,chris-manfredini-1,Texas Christian,MWC,13,36,41,87.8,12,14,85.7,72,
2006,27,Conor Lee,conor-lee-1,Pitt,Big East,12,47,47,100.0,12,14,85.7,83,
2006,28,Garrett Rivas,garrett-rivas-1,Michigan,Big Ten,13,42,44,95.5,17,20,85.0,93,
2006,29,Art Carmody,art-carmody-1,Louisville,Big East,13,60,60,100.0,21,25,84.0,123,
2006,30,Jason Ricks,jason-ricks-1,Oklahoma State,Big 12,12,47,49,95.9,10,12,83.3,77,
2006,31,John Vaughn,john-vaughn-1,Auburn,SEC,13,34,34,100.0,20,24,83.3,94,
2006,32,Michael Braunstein,michael-braunstein-1,Washington,Pac-10,12,32,32,100.0,10,12,83.3,62,
2006,33,Kenny Byrd,kenny-byrd-1,New Mexico,MWC,13,31,31,100.0,19,23,82.6,88,
2006,34,Joshua Shene,joshua-shene-1,Ole Miss,SEC,12,20,20,100.0,14,17,82.4,62,
2006,35,James Wilhoit,james-wilhoit-1,Tennessee,SEC,13,42,43,97.7,18,22,81.8,96,
2006,36,Austin Starr,austin-starr-1,Indiana,Big Ten,12,28,32,87.5,12,15,80.0,64,
2006,37,Dan Ennis,dan-ennis-1,Maryland,ACC,13,32,32,100.0,20,25,80.0,92,
2006,38,Layne Neumann,layne-neumann-1,Texas A&M,Big 12,12,23,25,92.0,12,15,80.0,59,
2006,39,Louie Sakoda,louie-sakoda-1,Utah,MWC,13,43,43,100.0,16,20,80.0,91,
2006,40,Reagan Schneider,reagan-schneider-1,UTEP,CUSA,12,34,37,91.9,16,20,80.0,82,
2006,41,Ryan Succop,ryan-succop-1,South Carolina,SEC,13,37,39,94.9,16,20,80.0,85,
2006,42,Brett Swenson,brett-swenson-1,Michigan State,Big Ten,12,33,33,100.0,15,19,78.9,78,
2006,43,Jason Reda,jason-reda-1,Illinois,Big Ten,12,24,24,100.0,15,19,78.9,69,
2006,44,Drew Edmiston,drew-edmiston-1,Louisiana,Sun Belt,12,27,28,96.4,11,14,78.6,60,
2006,45,Ryan Havens,ryan-havens-1,Baylor,Big 12,12,32,33,97.0,11,14,78.6,65,
2006,46,Kevin Lovell,kevin-lovell-1,Cincinnati,Big East,13,28,28,100.0,18,23,78.3,82,
2006,47,Ben Bell,ben-bell-1,Houston,CUSA,13,51,53,96.2,14,18,77.8,93,
2006,48,Jared McLaughlin,jared-mclaughlin-1,BYU,MWC,13,58,62,93.5,14,18,77.8,100,
2006,49,Pat McAfee,pat-mcafee-1,West Virginia,Big East,13,62,62,100.0,17,22,77.3,113,
2006,50,Trevor Cook,trevor-cook-1,Miami (OH),MAC,12,17,18,94.4,10,13,76.9,47,
2006,51,Dan Kelly,dan-kelly-1,Hawaii,WAC,14,47,50,94.0,13,17,76.5,86,
2006,52,Jamie Christensen,jamie-christensen-1,Alabama,SEC,11,17,18,94.4,13,17,76.5,56,
2006,53,Alexis Serna,alexis-serna-1,Oregon State,Pac-10,14,45,45,100.0,22,29,75.9,111,
2006,54,Jeremy Ito,jeremy-ito-1,Rutgers,Big East,13,41,42,97.6,22,29,75.9,107,
2006,55,Jared Strubeck,jared-strubeck-1,San Jose State,WAC,13,36,40,90.0,9,12,75.0,63,
2006,56,John Deraney,john-deraney-1,North Carolina State,ACC,12,22,23,95.7,12,16,75.0,58,
2006,57,Josh Arauco,josh-arauco-1,Arkansas State,Sun Belt,10,16,19,84.2,12,16,75.0,52,
2006,58,Nick Folk,nick-folk-1,Arizona,Pac-10,12,22,22,100.0,15,20,75.0,67,
2006,59,Peter Lococo,peter-lococo-1,Texas Christian,MWC,13,5,5,100.0,9,12,75.0,32,
2006,60,Swayze Waters,swayze-waters-1,UAB,CUSA,12,7,7,100.0,9,12,75.0,34,
2006,61,Taylor Mehlhaff,taylor-mehlhaff-1,Wisconsin,Big Ten,13,47,47,100.0,15,20,75.0,92,
2006,62,Tom Schneider,tom-schneider-1,California,Pac-10,13,52,52,100.0,15,20,75.0,97,
2006,63,Sam Swank,sam-swank-1,Wake Forest,ACC,14,33,33,100.0,23,31,74.2,102,
2006,64,Chris Nendick,chris-nendick-1,Northern Illinois,MAC,13,35,36,97.2,20,27,74.1,95,
2006,65,Jesse Ainsworth,jesse-ainsworth-1,Arizona State,Pac-10,13,42,42,100.0,14,19,73.7,84,
2006,66,Aaron Pettrey,aaron-pettrey-1,Ohio State,Big Ten,13,55,58,94.8,8,11,72.7,79,
2006,67,Bret Culbertson,bret-culbertson-1,Iowa State,Big 12,12,24,24,100.0,8,11,72.7,48,
2006,68,Brett Jaekle,brett-jaekle-1,Nevada,WAC,13,47,51,92.2,8,11,72.7,71,
2006,69,Clark Fangmeier,clark-fangmeier-1,Rice,CUSA,12,35,35,100.0,8,11,72.7,59,
2006,70,Matt Harmon,matt-harmon-2,Navy,Ind,12,37,38,97.4,8,11,72.7,61,
2006,71,Steve Aponavicius,steve-aponavicius-1,Boston College,ACC,8,24,25,96.0,8,11,72.7,48,
2006,72,Matt Lasher,matt-lasher-1,Ohio,MAC,14,29,32,90.6,13,18,72.2,68,
2006,73,Scott Webb,scott-webb-1,Kansas,Big 12,12,37,39,94.9,13,18,72.2,76,
2006,74,Thomas Morstead,thomas-morstead-1,SMU,CUSA,12,34,35,97.1,13,18,72.2,73,
2006,75,Alex Trlica,alex-trlica-1,Texas Tech,Big 12,12,51,51,100.0,15,21,71.4,96,
2006,76,Denis Hopovac,denis-hopovac-1,North Texas,Sun Belt,11,13,13,100.0,15,21,71.4,58,
2006,77,Jordan Congdon,jordan-congdon-1,Nebraska,Big 12,14,55,56,98.2,5,7,71.4,70,
2006,78,Jeff Snodgrass,jeff-snodgrass-1,Kansas State,Big 12,13,32,32,100.0,17,24,70.8,83,
2006,79,Michael Torres,michael-torres-1,UCF,CUSA,11,25,25,100.0,17,24,70.8,76,
2006,80,Nate Meyer,nate-meyer-1,Western Michigan,MAC,13,33,34,97.1,17,24,70.8,84,
2006,81,Austin Miller,austin-miller-1,Army,Ind,12,26,26,100.0,12,17,70.6,62,
2006,82,Matt Reagan,matt-reagan-1,Memphis,CUSA,10,25,26,96.2,12,17,70.6,61,
2006,83,Tino Amancio,tino-amancio-1,Idaho,WAC,12,23,23,100.0,12,17,70.6,59,
2006,84,Gary Cismesia,gary-cismesia-1,Florida State,ACC,13,39,40,97.5,14,20,70.0,81,
2006,85,Andrew Wellock,andrew-wellock-1,Eastern Michigan,MAC,12,15,15,100.0,16,23,69.6,63,
2006,86,Clint Stitser,clint-stitser-1,Fresno State,WAC,12,31,33,93.9,11,16,68.8,64,
2006,87,Jad Dean,jad-dean-1,Clemson,ACC,13,46,50,92.0,15,22,68.2,91,
2006,88,Paul Martinez,paul-martinez-1,Oregon,Pac-10,12,37,39,94.9,15,22,68.2,82,
2006,89,Mason Crosby,mason-crosby-1,Colorado,Big 12,12,19,19,100.0,19,28,67.9,76,
2006,90,Danny Horwedel,danny-horwedel-1,Louisiana Tech,WAC,12,30,31,96.8,8,12,66.7,54,
2006,91,Darren McCaleb,darren-mccaleb-1,Southern Mississippi,CUSA,14,42,42,100.0,16,24,66.7,90,
2006,92,Jake Brownell,jake-brownell-1,Temple,Ind,12,12,13,92.3,2,3,66.7,18,
2006,93,Joel Howells,joel-howells-1,Northwestern,Big Ten,12,24,25,96.0,8,12,66.7,48,
2006,94,Joel Monroe,joel-monroe-1,Minnesota,Big Ten,12,9,9,100.0,2,3,66.7,15,
2006,95,Joey Bullen,joey-bullen-1,Navy,Ind,3,10,10,100.0,2,3,66.7,16,
2006,96,Jon McClain,jon-mcclain-1,Akron,MAC,6,9,11,81.8,4,6,66.7,21,
2006,97,Travis Bell,travis-bell-1,Georgia Tech,ACC,14,43,43,100.0,12,18,66.7,79,
2006,98,Kyle Schlicher,kyle-schlicher-1,Iowa,Big Ten,12,32,33,97.0,13,20,65.0,71,
2006,99,Kevin Kelly,kevin-kelly-1,Penn State,Big Ten,13,30,30,100.0,22,34,64.7,96,
2006,100,Warley Leroy,warley-leroy-1,Florida Atlantic,Sun Belt,11,18,20,90.0,9,14,64.3,45,
2006,101,Zach Sasser,zach-sasser-1,Air Force,MWC,12,32,34,94.1,9,14,64.3,59,
2006,102,Ryan Ohliger,ryan-ohliger-1,Boston College,ACC,11,11,14,78.6,7,11,63.6,32,
2006,103,Jon Peattie,jon-peattie-1,Miami (FL),ACC,13,29,29,100.0,12,19,63.2,65,
2006,104,Andy Bailey,andy-bailey-1,Georgia,SEC,9,12,14,85.7,5,8,62.5,27,
2006,105,Aric Goodman,aric-goodman-1,Wyoming,MWC,12,18,20,90.0,10,16,62.5,48,
2006,106,Aaron Zagory,aaron-zagory-1,Stanford,Pac-10,12,13,15,86.7,8,13,61.5,37,
2006,107,Carl Gioia,carl-gioia-1,Notre Dame,Ind,13,49,54,90.7,8,13,61.5,73,
2006,108,Colby Smith,colby-smith-1,Middle Tennessee State,Sun Belt,13,38,39,97.4,8,13,61.5,62,
2006,109,Colt David,colt-david-1,LSU,SEC,13,50,51,98.0,8,13,61.5,74,
2006,110,Leigh Tiffin,leigh-tiffin-1,Alabama,SEC,5,12,13,92.3,8,13,61.5,36,
2006,111,Robert Lee,robert-lee-1,East Carolina,CUSA,10,22,22,100.0,14,23,60.9,64,
2006,112,Ben Hartman,ben-hartman-1,East Carolina,CUSA,5,9,9,100.0,3,5,60.0,18,
2006,113,Rick Albreski,rick-albreski-1,Central Michigan,MAC,14,48,51,94.1,12,20,60.0,84,
2006,114,Ross Thevenot,ross-thevenot-1,Tulane,CUSA,12,23,28,82.1,9,15,60.0,50,
2006,115,Trey Adams,trey-adams-1,Memphis,CUSA,2,5,6,83.3,3,5,60.0,14,
2006,116,Jason Giannini,jason-giannini-1,Minnesota,Big Ten,11,38,41,92.7,7,12,58.3,59,
2006,117,Chris Gould,chris-gould-1,Virginia,ACC,12,18,18,100.0,11,19,57.9,51,
2006,118,Greg Whibbs,greg-whibbs-1,Troy,Sun Belt,13,35,38,92.1,11,19,57.9,68,
2006,119,Lones Seiber,lones-seiber-1,Kentucky,SEC,10,33,34,97.1,11,19,57.9,66,
2006,120,Garrett Palmer,garrett-palmer-1,San Diego State,MWC,12,20,20,100.0,8,14,57.1,44,
2006,121,Luke Juist,luke-juist-1,Rice,CUSA,13,3,4,75.0,4,7,57.1,15,
2006,122,Delbert Alvarado,delbert-alvarado-1,South Florida,Big East,9,13,14,92.9,5,9,55.6,28,
2006,123,Loren Langley,loren-langley-1,Washington State,Pac-10,9,23,25,92.0,7,13,53.8,44,
2006,124,Jason Smith,jason-smith-2,Colorado State,MWC,12,22,24,91.7,8,15,53.3,46,
2006,125,Adam Carlson,adam-carlson-1,Mississippi State,SEC,12,27,27,100.0,6,12,50.0,45,
2006,126,Ben Jaekle,ben-jaekle-1,Nevada-Las Vegas,MWC,12,5,6,83.3,2,4,50.0,11,
2006,127,Bryan Shields,bryan-shields-1,Utah State,WAC,6,9,10,90.0,2,4,50.0,15,
2006,128,Dustin Rivest,dustin-rivest-1,Florida International,Sun Belt,7,8,11,72.7,5,10,50.0,23,
2006,129,Garrett LeFevre,garrett-lefevre-1,Houston,CUSA,2,4,4,100.0,1,2,50.0,7,
2006,130,Gordon Ely-Kelso,gordon-ely-kelso-1,Georgia,SEC,13,4,5,80.0,1,2,50.0,7,
2006,131,Greg Johnson,greg-johnson-1,Texas,Big 12,12,42,43,97.7,3,6,50.0,51,
2006,132,Jake Scott,jake-scott-1,Wyoming,MWC,7,12,12,100.0,2,4,50.0,18,
2006,133,Noah Greenbaum,noah-greenbaum-1,Virginia,ACC,2,1,1,100.0,1,2,50.0,4,
2006,134,Parker Mullins,parker-mullins-1,UAB,CUSA,12,15,17,88.2,2,4,50.0,21,
2006,135,Ragan Walters,ragan-walters-1,Louisiana-Monroe,Sun Belt,3,4,5,80.0,1,2,50.0,7,
2006,136,Ryan Bowling,ryan-bowling-1,New Mexico State,WAC,4,9,10,90.0,1,2,50.0,12,
2006,137,Ryan Pretorius,ryan-pretorius-1,Ohio State,Big Ten,8,2,2,100.0,1,2,50.0,5,
2006,138,Sergio Aguayo,sergio-aguayo-1,Nevada-Las Vegas,MWC,10,14,16,87.5,8,16,50.0,38,
2006,139,Taylor Packwood,taylor-packwood-1,Buffalo,MAC,7,6,8,75.0,3,6,50.0,15,
2006,140,T.J. Lawrence,tj-lawrence-2,Houston,CUSA,2,4,4,100.0,1,2,50.0,7,
2006,141,Bryant Hahnfeldt,bryant-hahnfeldt-1,Vanderbilt,SEC,12,27,29,93.1,8,17,47.1,51,
2006,142,Jeremy Davis,jeremy-davis-1,Arkansas,SEC,12,46,48,95.8,6,13,46.2,64,
2006,143,Sean Ellis,sean-ellis-1,Bowling Green,MAC,12,26,28,92.9,4,9,44.4,38,
2006,144,Chris Hetland,chris-hetland-1,Florida,SEC,14,43,45,95.6,6,15,40.0,61,
2006,145,Chris Summers,chris-summers-1,Purdue,Big Ten,14,46,47,97.9,8,20,40.0,70,
2006,146,Matt Nuzie,matt-nuzie-1,Connecticut,Big East,12,13,15,86.7,4,10,40.0,25,
2006,147,Matt Szymanski,matt-szymanski-1,Texas A&M,Big 12,13,13,13,100.0,2,5,40.0,19,
2006,148,Anthony Binswanger,anthony-binswanger-1,Marshall,CUSA,12,36,40,90.0,5,13,38.5,51,
2006,149,Matt Pratt,matt-pratt-1,New Mexico State,WAC,12,30,35,85.7,3,8,37.5,39,
2006,150,Danny Murphy,danny-murphy-1,Temple,Ind,8,0,1,0.0,1,3,33.3,3,
2006,151,Matt Evensen,matt-evensen-1,Oregon,Pac-10,13,6,6,100.0,1,3,33.3,9,
2006,152,Mike Benzer,mike-benzer-1,South Florida,Big East,7,21,22,95.5,2,6,33.3,27,
2006,153,Nathan Parseghian,nathan-parseghian-1,Miami (OH),MAC,8,5,5,100.0,2,6,33.3,11,
2006,154,Joe Surgan,joe-surgan-1,Duke,ACC,12,9,12,75.0,3,10,30.0,18,
2006,155,Graig Vicidomino,graig-vicidomino-1,Connecticut,Big East,6,3,3,100.0,1,4,25.0,6,
2006,156,Matt Domonkos,matt-domonkos-1,Akron,MAC,12,13,17,76.5,2,8,25.0,19,
2006,157,Nate Reed,nate-reed-1,Kent State,MAC,11,4,5,80.0,1,4,25.0,7,
2006,158,Reid Macko,reid-macko-1,Kent State,MAC,9,22,25,88.0,1,6,16.7,25,
2006,159,Adam Crossett,adam-crossett-1,Missouri,Big 12,13,0,0,,0,1,0.0,0,
2006,160,Chris Patullo,chris-patullo-1,Florida International,Sun Belt,12,2,4,50.0,0,1,0.0,2,
2006,161,Derek Belch,derek-belch-1,Stanford,Pac-10,11,0,0,,0,1,0.0,0,
2006,162,Jared Develli,jared-develli-1,Virginia Tech,ACC,12,0,0,,0,1,0.0,0,
2006,163,J.J. Housley,jj-housley-1,Kentucky,SEC,2,7,8,87.5,0,1,0.0,7,
2006,164,Justin Hamblin,justin-hamblin-1,Utah State,WAC,8,5,5,100.0,0,1,0.0,5,
2006,165,Stephen Arnold,stephen-arnold-1,Arkansas,SEC,2,4,5,80.0,0,1,0.0,4,
2006,166,Thomas Hooper,thomas-hooper-1,South Carolina,SEC,2,1,1,100.0,0,1,0.0,1,
2006,167,Alonso Rojas,alonso-rojas-1,Bowling Green,MAC,12,2,3,66.7,0,0,,2,
2006,168,Brian Scott,brian-scott-1,Kentucky,SEC,3,2,2,100.0,0,0,,2,
2006,169,Briton Forester,briton-forester-1,Hawaii,WAC,5,28,31,90.3,0,0,,28,
2006,170,Chris Jackson,chris-jackson-1,LSU,SEC,13,5,5,100.0,0,0,,5,
2006,171,David Eisenhauer,david-eisenhauer-1,San Jose State,WAC,2,1,1,100.0,0,0,,1,
2006,172,Doug McDaniel,doug-mcdaniel-1,New Mexico State,WAC,6,3,4,75.0,0,0,,3,
2006,173,Eric Nappy,eric-nappy-1,Florida,SEC,2,2,4,50.0,0,0,,2,
2006,174,Francesco Zampogna,francesco-zampogna-1,Miami (FL),ACC,13,2,2,100.0,0,0,,2,
2006,175,Jahkeen Gilmore,jahkeen-gilmore-1,Indiana,Big Ten,12,1,1,100.0,0,0,,1,
2006,176,Jason Gingell,jason-gingell-1,Michigan,Big Ten,13,1,1,100.0,0,0,,1,
2006,177,Jim Kaylor,jim-kaylor-1,Colorado State,MWC,12,0,1,0.0,0,0,,0,
2006,178,Joe Hughes,joe-hughes-1,Penn State,Big Ten,13,0,1,0.0,0,0,,0,
2006,179,Joey Ijjas,joey-ijjas-1,Florida,SEC,2,2,4,50.0,0,0,,2,
2006,180,John Early,john-early-1,Clemson,ACC,1,0,1,0.0,0,0,,0,
2006,181,Jonathan Phillips,jonathan-phillips-1,Florida,SEC,4,5,5,100.0,0,0,,5,
2006,182,Jordan Dodds,jordan-dodds-1,South Carolina,SEC,2,2,2,100.0,0,0,,2,
2006,183,Justin Moore,justin-moore-2,Texas,Big 12,2,1,1,100.0,0,0,,1,
2006,184,Kip Facer,kip-facer-1,Nevada-Las Vegas,MWC,12,1,2,50.0,0,0,,1,
2006,185,Paul Jurado,paul-jurado-1,Tulsa,CUSA,12,2,2,100.0,0,0,,2,
2006,186,Russ Weil,russ-weil-1,Illinois,Big Ten,12,1,1,100.0,0,0,,1,
2006,187,Ryan Wolcott,ryan-wolcott-1,SMU,CUSA,2,2,2,100.0,0,0,,2,
2006,188,Tim Schwerdt,tim-schwerdt-1,Kansas State,Big 12,1,1,1,100.0,0,0,,1,
2006,,League Average,,,,,,,95.3,,,70.3,,
2007,1,Adi Kunalic,adi-kunalic-1,Nebraska,Big 12,12,1,1,100.0,1,1,100.0,4,
2007,2,Alex Henery,alex-henery-1,Nebraska,Big 12,12,45,45,100.0,8,8,100.0,69,
2007,3,Alex Steigerwald,alex-steigerwald-1,Toledo,MAC,12,44,47,93.6,13,13,100.0,83,
2007,4,Britt Barefoot,britt-barefoot-1,Southern Mississippi,CUSA,13,0,0,,1,1,100.0,3,
2007,5,Jake Howard,jake-howard-1,UCF,CUSA,6,7,7,100.0,1,1,100.0,10,
2007,6,Justin Kahut,justin-kahut-1,Oregon State,Pac-10,1,3,3,100.0,1,1,100.0,6,
2007,7,Robert Batista,robert-batista-1,UCF,CUSA,2,1,2,50.0,1,1,100.0,4,
2007,8,Thomas Weber,thomas-weber-1,Arizona State,Pac-10,13,46,48,95.8,24,25,96.0,118,
2007,9,K.C. Lopata,kc-lopata-1,Michigan,Big Ten,9,28,29,96.6,11,12,91.7,61,
2007,10,Austin Starr,austin-starr-1,Indiana,Big Ten,13,48,48,100.0,21,23,91.3,111,
2007,11,Greg Whibbs,greg-whibbs-1,Troy,Sun Belt,12,48,50,96.0,16,18,88.9,96,
2007,12,Jason Reda,jason-reda-1,Illinois,Big Ten,13,44,45,97.8,16,18,88.9,92,
2007,13,Kyle Brotzman,kyle-brotzman-1,Boise State,WAC,13,66,66,100.0,16,18,88.9,114,
2007,14,Steven Hauschka,steven-hauschka-1,North Carolina State,ACC,12,25,25,100.0,16,18,88.9,73,
2007,15,Garrett Hartley,garrett-hartley-1,Oklahoma,Big 12,14,71,76,93.4,13,15,86.7,110,
2007,16,Garrett Palmer,garrett-palmer-1,San Diego State,MWC,12,34,36,94.4,13,15,86.7,73,
2007,17,Connor Barth,connor-barth-1,North Carolina,ACC,12,21,23,91.3,19,22,86.4,78,
2007,18,Louie Sakoda,louie-sakoda-1,Utah,MWC,13,38,40,95.0,19,22,86.4,95,
2007,19,Sam Swank,sam-swank-1,Wake Forest,ACC,13,44,44,100.0,18,21,85.7,98,
2007,20,Jose Martinez,jose-martinez-1,UTEP,CUSA,12,44,46,95.7,17,20,85.0,95,
2007,21,David Buehler,david-buehler-1,USC,Pac-10,13,52,54,96.3,16,19,84.2,100,
2007,22,Jeff Wolfert,jeff-wolfert-1,Missouri,Big 12,14,67,67,100.0,21,25,84.0,130,
2007,23,Taylor Mehlhaff,taylor-mehlhaff-1,Wisconsin,Big Ten,13,42,43,97.7,21,25,84.0,105,
2007,24,Igor Iveljic,igor-iveljic-1,Akron,MAC,10,25,26,96.2,15,18,83.3,70,
2007,25,Kai Forbath,kai-forbath-1,UCLA,Pac-10,13,30,30,100.0,25,30,83.3,105,
