Season,ranker,name_display,player_id,team_name_abbr,conf_abbr,games,punt,punt_yds,punt_yds_per_punt,awards
2000,1,B. Sparks,b-sparks-1,Navy,Ind,11,1,69,69.0,
2000,2,Bobby Sparks,bobby-sparks-1,Navy,Ind,11,1,69,69.0,
2000,3,Travis Dorsch,travis-dorsch-1,Purdue,Big Ten,11,13,652,50.2,
2000,4,Ryan McCann,ryan-mccann-1,UCLA,Pac-10,4,1,50,50.0,
2000,5,Scott McBrien,scott-mcbrien-1,West Virginia,Big East,8,1,48,48.0,
2000,6,Aaron Elling,aaron-elling-1,Wyoming,MWC,11,5,228,45.6,
2000,7,Brian Morton,brian-morton-1,Duke,ACC,11,77,3478,45.2,
2000,8,Preston Gruening,preston-gruening-1,Minnesota,Big Ten,11,46,2080,45.2,
2000,9,Kevin Stemke,kevin-stemke-1,Wisconsin,Big Ten,12,65,2915,44.8,
2000,10,Brooks Barnard,brooks-barnard-1,Maryland,ACC,11,49,2191,44.7,
2000,11,Dave Zastudil,dave-zastudil-1,Ohio,MAC,11,47,2084,44.3,
2000,12,Casey Roussel,casey-roussel-1,Tulane,CUSA,11,59,2609,44.2,
2000,13,Chris Morehouse,chris-morehouse-1,Georgia Tech,ACC,4,15,661,44.1,
2000,14,Kurt Kittner,kurt-kittner-1,Illinois,Big Ten,10,1,44,44.0,
2000,15,Mark Mariscal,mark-mariscal-1,Colorado,Big 12,11,1,44,44.0,
2000,16,Jeff Ferguson,jeff-ferguson-1,Oklahoma,Big 12,12,48,2108,43.9,
2000,17,Dan Hadenfeldt,dan-hadenfeldt-1,Nebraska,Big 12,11,39,1708,43.8,
2000,18,Aaron Edmonds,aaron-edmonds-1,BYU,MWC,12,67,2898,43.3,
2000,19,Alan Rhine,alan-rhine-1,Florida,SEC,12,47,2035,43.3,
2000,20,Damon Duval,damon-duval-1,Auburn,SEC,12,65,2811,43.2,
2000,21,Freddie Capshaw,freddie-capshaw-1,Miami (FL),Big East,11,49,2119,43.2,
2000,22,Nate Fikse,nate-fikse-1,UCLA,Pac-10,11,72,3109,43.2,
2000,23,Duane Griffin,duane-griffin-1,Akron,MAC,11,1,43,43.0,
2000,24,Brian Simnjamovski,brian-simnjamovski-1,San Diego State,MWC,11,55,2356,42.8,
2000,25,Brian Simnjanovski,brian-simnjanovski-1,San Diego State,MWC,11,55,2356,42.8,
2000,26,Richie Butler,richie-butler-1,Arkansas,SEC,11,65,2784,42.8,
2000,27,Mike Abrams,mike-abrams-1,Virginia,ACC,11,65,2768,42.6,
2000,28,B.J. Sander,bj-sander-1,Ohio State,Big Ten,11,33,1402,42.5,
2000,29,Jason Baker,jason-baker-1,Iowa,Big Ten,12,74,3145,42.5,
2000,30,Tom Waring,tom-waring-1,Wyoming,MWC,11,59,2502,42.4,
2000,31,Jonathan Kilgo,jonathan-kilgo-1,Georgia,SEC,11,58,2450,42.2,
2000,32,Jeff Edwards,jeff-edwards-2,Boise State,Big West,11,47,1975,42.0,
2000,33,Matt Brennie,matt-brennie-1,Wake Forest,ACC,11,63,2648,42.0,
2000,34,Kent McCullough,kent-mccullough-1,Miami (OH),MAC,11,56,2344,41.9,
2000,35,Adam Wulfeck,adam-wulfeck-1,Cincinnati,CUSA,11,56,2343,41.8,
2000,36,Dan Dyke,dan-dyke-1,Georgia Tech,ACC,11,34,1420,41.8,
2000,37,Travis Hale,travis-hale-1,Rice,WAC,11,54,2256,41.8,
2000,38,J.J. Standring,jj-standring-1,Northwestern,Big Ten,11,64,2667,41.7,
2000,39,Eric Rosiles,eric-rosiles-1,Texas Tech,Big 12,10,26,1082,41.6,
2000,40,Joey Biasatti,joey-biasatti-1,Texas Christian,WAC,11,26,1081,41.6,
2000,41,Nick Avondet,nick-avondet-1,Eastern Michigan,MAC,11,71,2954,41.6,
2000,42,Nick Harris,nick-harris-1,California,Pac-10,11,73,3030,41.5,AA
2000,43,Mike Masucci,mike-masucci-1,Buffalo,MAC,8,38,1575,41.4,
2000,44,Steve Mullins,steve-mullins-1,Utah State,Big West,11,64,2647,41.4,
2000,45,Glen Beard,glen-beard-1,UTEP,WAC,11,54,2229,41.3,
2000,46,Keith Cottrell,keith-cottrell-1,Florida State,ACC,12,48,1983,41.3,
2000,47,Mark Fazzolari,mark-fazzolari-1,West Virginia,Big East,11,60,2479,41.3,
2000,48,Mark Haulman,mark-haulman-1,Southern Mississippi,CUSA,11,76,3140,41.3,
2000,49,Prentiss Cole,prentiss-cole-1,Mississippi State,SEC,11,63,2601,41.3,
2000,50,Ray Cheetany,ray-cheetany-1,Nevada-Las Vegas,MWC,12,64,2646,41.3,
2000,51,Devin Sanderson,devin-sanderson-1,South Florida,Ind,11,47,1933,41.1,
2000,52,David Neill,david-neill-1,Nevada,WAC,11,1,41,41.0,
2000,53,David Leaverton,david-leaverton-1,Tennessee,SEC,11,59,2415,40.9,
2000,54,Joey Hildbold,joey-hildbold-1,Notre Dame,Ind,10,60,2456,40.9,
2000,55,Mike Shafer,mike-shafer-1,Syracuse,Big East,11,51,2086,40.9,
2000,56,Steve Fitts,steve-fitts-1,Illinois,Big Ten,11,52,2128,40.9,
2000,57,Craig Jarrett,craig-jarrett-1,Michigan State,Big Ten,11,62,2528,40.8,
2000,58,Dallas Thompson,dallas-thompson-1,Air Force,MWC,11,50,2040,40.8,
2000,59,Curtis Head,curtis-head-1,Marshall,MAC,12,60,2444,40.7,
2000,60,Kurtis Doerr,kurtis-doerr-1,Oregon,Pac-10,11,64,2606,40.7,
2000,61,Lane Bearden,lane-bearden-1,Alabama,SEC,11,60,2443,40.7,
2000,62,Colin Vadheim,colin-vadheim-1,SMU,WAC,12,67,2717,40.6,
2000,63,Adam Coles,adam-coles-1,Connecticut,Ind,11,56,2267,40.5,
2000,64,Jared Fritz,jared-fritz-1,Kent State,MAC,11,72,2908,40.4,
2000,65,Kevin Miller,kevin-miller-1,East Carolina,CUSA,11,30,1212,40.4,
2000,66,Andy Kohl,andy-kohl-1,New Mexico State,Big West,11,50,2017,40.3,
2000,67,_ Parulak,parulak-1,Kentucky,SEC,11,4,161,40.3,
2000,68,Pat Fleming,pat-fleming-1,Bowling Green,MAC,11,58,2340,40.3,
2000,69,Ryan Brewer,ryan-brewer-1,South Carolina,SEC,11,3,121,40.3,
2000,70,Cody Scates,cody-scates-1,Texas A&M,Big 12,11,52,2089,40.2,
2000,71,Hayden Epstein,hayden-epstein-1,Michigan,Big Ten,11,51,2050,40.2,
2000,72,Adam Stiles,adam-stiles-1,Baylor,Big 12,11,81,3248,40.1,
2000,73,Ben Graves,ben-graves-1,Memphis,CUSA,11,78,3125,40.1,
2000,74,Chris Sivori,chris-sivori-1,Louisville,CUSA,11,55,2204,40.1,
2000,75,Mike Fessler,mike-fessler-1,Oregon State,Pac-10,11,65,2609,40.1,
2000,76,Reagan King,reagan-king-1,Ole Miss,SEC,11,56,2247,40.1,
2000,77,Ross Stewart,ross-stewart-1,UAB,CUSA,11,58,2326,40.1,
2000,78,Javier Beorlegui,javier-beorlegui-1,UCF,Ind,11,45,1802,40.0,
2000,79,John Turman,john-turman-1,Pitt,Big East,11,2,80,40.0,
2000,80,Kyle Boller,kyle-boller-1,California,Pac-10,11,1,40,40.0,
2000,81,Nicholas Setta,nicholas-setta-1,Notre Dame,Ind,11,4,160,40.0,
2000,82,Patrick Fleming,patrick-fleming-2,Bowling Green,MAC,10,59,2360,40.0,
2000,83,Sammy Frogg,sammy-frogg-1,Tennessee,SEC,5,1,40,40.0,
2000,84,Toller Starnes,toller-starnes-1,Eastern Michigan,MAC,11,2,80,40.0,
2000,85,Jared Gilpin,jared-gilpin-1,Missouri,Big 12,11,65,2587,39.8,
2000,86,Ramey Peru,ramey-peru-1,Arizona,Pac-10,11,5,199,39.8,
2000,87,Cort Moffitt,cort-moffitt-1,New Mexico,MWC,12,86,3411,39.7,
2000,88,Kevin McMyler,kevin-mcmyler-1,Boston College,Big East,11,63,2503,39.7,
2000,89,Andy Jerdon,andy-jerdon-1,Akron,MAC,11,51,2021,39.6,
2000,90,Nick Murphy,nick-murphy-1,Arizona State,Pac-10,11,83,3288,39.6,
2000,91,Brian Brandt,brian-brandt-1,Central Michigan,MAC,11,87,3440,39.5,
2000,92,Clinton Greathouse,clinton-greathouse-1,Texas Tech,Big 12,8,36,1422,39.5,
2000,93,Derek Jones,derek-jones-1,Nevada,WAC,12,79,3119,39.5,
2000,94,Drew Henson,drew-henson-1,Michigan,Big Ten,8,2,79,39.5,
2000,95,Ryan Flinn,ryan-flinn-1,UCF,Ind,2,2,79,39.5,
2000,96,Andy Chance,andy-chance-1,Louisiana-Monroe,Ind,6,8,314,39.3,
2000,97,Casey Lipscomb,casey-lipscomb-1,Tulsa,WAC,12,64,2515,39.3,
2000,98,Jamie Somaini,jamie-somaini-1,Clemson,ACC,11,60,2360,39.3,
2000,99,Andy Lee,andy-lee-1,Pitt,Big East,11,30,1177,39.2,
2000,100,Brian Williams,brian-williams-2,Navy,Ind,11,58,2275,39.2,
2000,101,Joey Huber,joey-huber-1,Colorado State,MWC,11,52,2035,39.1,
2000,102,Mike Clark,mike-clark-1,Houston,CUSA,11,76,2972,39.1,
2000,103,Mike Macgillivray,mike-macgillivray-1,USC,Pac-10,12,58,2267,39.1,
2000,104,Zach Anglin,zach-anglin-1,West Virginia,Big East,11,9,352,39.1,
2000,105,Chance Gwaltney,chance-gwaltney-1,Florida State,ACC,12,1,39,39.0,
2000,106,Mike Phillips,mike-phillips-1,Nevada,WAC,12,1,39,39.0,
2000,107,Ryan Chapdelaine,ryan-chapdelaine-1,Baylor,Big 12,10,2,78,39.0,
2000,108,David Royer,david-royer-1,Penn State,Big Ten,12,62,2411,38.9,
2000,109,Kris Stockton,kris-stockton-1,Texas,Big 12,11,54,2100,38.9,
2000,110,Tyeler Dean,tyeler-dean-1,South Carolina,SEC,11,49,1900,38.8,
2000,111,Carl Gomez,carl-gomez-1,Iowa State,Big 12,11,56,2163,38.6,
2000,112,Golden Whetman,golden-whetman-1,Utah,MWC,11,63,2432,38.6,
2000,113,Joe Webb,joe-webb-1,Vanderbilt,SEC,11,64,2473,38.6,
2000,114,Joey Pelfanio,joey-pelfanio-1,Kansas,Big 12,11,65,2505,38.5,
2000,115,Matt Steffen,matt-steffen-1,Western Michigan,MAC,12,45,1731,38.5,
2000,116,Travis Brown,travis-brown-1,Kansas State,Big 12,13,51,1966,38.5,
2000,117,Alan Cox,alan-cox-1,Washington State,Pac-10,11,71,2726,38.4,
2000,118,Justin Sisco,justin-sisco-1,San Diego State,MWC,11,24,921,38.4,
2000,119,Chris Kaylakie,chris-kaylakie-1,Texas Christian,WAC,11,4,153,38.3,
2000,120,Mat McBriar,mat-mcbriar-1,Hawaii,WAC,9,43,1647,38.3,
2000,121,Dan Macelroy,dan-macelroy-1,Army,CUSA,11,59,2254,38.2,
2000,122,Jason Ball,jason-ball-1,North Texas,Big West,11,75,2865,38.2,
2000,123,Donnie Jones,donnie-jones-1,LSU,SEC,11,57,2174,38.1,
2000,124,Jeremy Flores,jeremy-flores-1,Colorado,Big 12,11,59,2247,38.1,
2000,125,Jimmy Erwin,jimmy-erwin-1,Northern Illinois,MAC,11,44,1675,38.1,
2000,126,Ryan Fleming,ryan-fleming-2,Washington,Pac-10,11,55,2094,38.1,
2000,127,Mike Ronsick,mike-ronsick-1,Kansas State,Big 12,9,1,38,38.0,
2000,128,Brandon Hannum,brandon-hannum-1,Toledo,MAC,11,55,2083,37.9,
2000,129,Michael Carr,michael-carr-1,San Jose State,WAC,12,61,2313,37.9,
2000,130,Andy Shatley,andy-shatley-1,Arkansas State,Big West,11,65,2455,37.8,
2000,131,Glenn Pakulak,glenn-pakulak-1,Kentucky,SEC,11,12,454,37.8,
2000,132,Jason Simpson,jason-simpson-2,Fresno State,WAC,11,62,2343,37.8,
2000,133,Mike Barr,mike-barr-1,Rutgers,Big East,11,58,2192,37.8,
2000,134,Austin Herbert,austin-herbert-1,North Carolina State,ACC,11,59,2224,37.7,
2000,135,Dan Stultz,dan-stultz-1,Ohio State,Big Ten,11,20,754,37.7,
2000,136,Scott Elder,scott-elder-1,Oklahoma State,Big 12,11,56,2107,37.6,
2000,137,John Braziel,john-braziel-1,Texas Christian,WAC,11,17,638,37.5,
2000,138,Robert Billings,robert-billings-1,Middle Tennessee State,Ind,11,52,1951,37.5,
2000,139,Ryan Hamre,ryan-hamre-1,Indiana,Big Ten,11,16,599,37.4,
2000,140,Garvin Ringwelski,garvin-ringwelski-1,Temple,Big East,9,55,2053,37.3,
2000,141,Mike Biselli,mike-biselli-1,Stanford,Pac-10,11,36,1340,37.2,
2000,142,Chris Palic,chris-palic-1,Arizona,Pac-10,11,75,2779,37.1,
2000,143,Grant Autrey,grant-autrey-1,Louisiana,Ind,11,81,3005,37.1,
2000,144,Seth Hanson,seth-hanson-1,Kentucky,SEC,11,33,1223,37.1,
2000,145,Blake Ferguson,blake-ferguson-1,North Carolina,ACC,9,40,1475,36.9,
2000,146,Ricky Schneider,ricky-schneider-1,Bowling Green,MAC,3,11,406,36.9,
2000,147,Jared Brite,jared-brite-1,Kansas State,Big 12,13,4,147,36.8,
2000,148,George Radu,george-radu-1,Temple,Big East,4,17,620,36.5,
2000,149,Sean Tolpinrud,sean-tolpinrud-1,Stanford,Pac-10,11,15,547,36.5,
2000,150,Reggie Hodges,reggie-hodges-1,Ball State,MAC,11,64,2321,36.3,
2000,151,Antwaan Randle El,antwaan-randle-el-1,Indiana,Big Ten,11,5,181,36.2,
2000,152,Dan Berryman,dan-berryman-1,Hawaii,WAC,4,22,795,36.1,
2000,153,James MacPherson,james-macpherson-1,Wake Forest,ACC,8,1,36,36.0,
2000,154,Dustin Upton,dustin-upton-1,Louisiana Tech,Ind,12,47,1688,35.9,
2000,155,Ryan Downes,ryan-downes-1,Idaho,Big West,11,58,2081,35.9,
2000,156,Andy Payne,andy-payne-1,Indiana,Big Ten,11,16,573,35.8,
2000,157,Scott Kurz,scott-kurz-1,Purdue,Big Ten,8,26,927,35.7,
2000,158,Steve Barone,steve-barone-1,Rutgers,Big East,11,2,71,35.5,
2000,159,Dallas Pelz,dallas-pelz-1,Buffalo,MAC,8,28,992,35.4,
2000,160,John Lafferty,john-lafferty-1,North Carolina,ACC,6,20,708,35.4,
2000,161,Damien Ocampo,damien-ocampo-1,New Mexico State,Big West,11,3,106,35.3,
2000,162,Robert Peaslee,robert-peaslee-1,Virginia Tech,Big East,11,43,1518,35.3,
2000,163,Matt Swanson,matt-swanson-1,Wyoming,MWC,7,10,352,35.2,
2000,164,Jason Rubin,jason-rubin-1,New Mexico,MWC,12,1,35,35.0,
2000,165,S. Hunnicutt,s-hunnicutt-1,Louisiana-Monroe,Ind,11,65,2273,35.0,
2000,166,Steven Hunnicutt,steven-hunnicutt-1,Louisiana-Monroe,Ind,11,65,2273,35.0,
2000,167,Ben Taylor,ben-taylor-1,Virginia Tech,Big East,11,4,138,34.5,
2000,168,Jay Junko,jay-junko-1,Pitt,Big East,11,21,717,34.1,
2000,169,Eric Johnson,eric-johnson-1,Stanford,Pac-10,11,25,850,34.0,
2000,170,Jeff Welsh,jeff-welsh-1,Western Michigan,MAC,12,1,34,34.0,
2000,171,Wes Herlocker,wes-herlocker-1,East Carolina,CUSA,11,29,986,34.0,
2000,172,Bill Gramatica,bill-gramatica-2,South Florida,Ind,11,6,202,33.7,
2000,173,Beau Hufstetler,beau-hufstetler-1,Navy,Ind,11,1,33,33.0,
2000,174,Vedad Siljkovic,vedad-siljkovic-1,Maryland,ACC,8,13,427,32.8,
2000,175,Wes Counts,wes-counts-1,Middle Tennessee State,Ind,11,5,161,32.2,
2000,176,Jonathan Beasley,jonathan-beasley-1,Kansas State,Big 12,13,1,32,32.0,
2000,177,Marc Hickok,marc-hickok-1,Connecticut,Ind,11,1,32,32.0,
2000,178,Tim Duncan,tim-duncan-1,Oklahoma,Big 12,12,1,32,32.0,
2000,179,Vladimir Borombozin,vladimir-borombozin-1,New Mexico,MWC,12,1,32,32.0,
2000,180,Tyler Fredrickson,tyler-fredrickson-1,California,Pac-10,11,4,117,29.3,
2000,181,Rocky Perez,rocky-perez-1,UTEP,WAC,11,2,57,28.5,
2000,182,Daniel Dixon,daniel-dixon-1,UAB,CUSA,7,4,113,28.3,
2000,183,Josh Brown,josh-brown-1,Nebraska,Big 12,11,1,28,28.0,
2000,184,Chris Griffith,chris-griffith-1,UCLA,Pac-10,11,1,26,26.0,
2000,185,Sage Rosenfels,sage-rosenfels-1,Iowa State,Big 12,11,1,26,26.0,
2000,186,Brad Lewis,brad-lewis-1,West Virginia,Big East,10,1,25,25.0,
2000,187,Jason Hogrefe,jason-hogrefe-1,Northern Illinois,MAC,1,1,25,25.0,
2000,188,Kevin Kerr,kevin-kerr-1,Ohio,MAC,11,1,25,25.0,
2000,189,Scott Hall,scott-hall-1,North Texas,Big West,11,2,47,23.5,
2000,190,Josh Frankel,josh-frankel-1,Oregon,Pac-10,11,2,41,20.5,
2000,191,Asen Asparuhov,asen-asparuhov-1,Fresno State,WAC,11,1,18,18.0,
2000,192,Derek Crabtree,derek-crabtree-1,Rice,WAC,10,1,18,18.0,
2000,193,Paul Tessier,paul-tessier-1,UTEP,WAC,11,1,9,9.0,
2000,,League Average,,,,,,,39.9,
2001,1,David Neill,david-neill-1,Nevada,WAC,9,2,101,50.5,
2001,2,Justin Smith,justin-smith-4,Texas,Big 12,1,1,49,49.0,
2001,3,Travis Dorsch,travis-dorsch-1,Purdue,Big Ten,11,49,2370,48.4,AA
2001,4,David Claassen,david-claassen-1,Georgia,SEC,6,2,93,46.5,
2001,5,David Classen,david-classen-1,Georgia,SEC,6,2,93,46.5,
2001,6,Brian Biang,brian-biang-1,Arizona State,Pac-10,11,1,46,46.0,
2001,7,Dave Zastudil,dave-zastudil-1,Ohio,MAC,11,50,2280,45.6,
2001,8,Danny Wimprine,danny-wimprine-1,Memphis,CUSA,9,3,136,45.3,
2001,9,Andy Groom,andy-groom-1,Ohio State,Big Ten,11,44,1981,45.0,
2001,10,Matt Payne,matt-payne-1,BYU,MWC,13,1,45,45.0,
2001,11,Nate Smith,nate-smith-1,Louisville,CUSA,12,1,45,45.0,
2001,12,Nathan Smith,nathan-smith-1,Louisville,CUSA,12,1,45,45.0,
2001,13,John Skaggs,john-skaggs-1,Navy,Ind,10,48,2151,44.8,
2001,14,Steve Mullins,steve-mullins-1,Utah State,Ind,11,50,2241,44.8,
2001,15,Brooks Barnard,brooks-barnard-1,Maryland,ACC,11,54,2401,44.5,
2001,16,Glenn Pakulak,glenn-pakulak-1,Kentucky,SEC,11,56,2492,44.5,
2001,17,Mark Mariscal,mark-mariscal-1,Colorado,Big 12,11,37,1647,44.5,
2001,18,Curtis Head,curtis-head-1,Marshall,MAC,12,45,1996,44.4,
2001,19,Dan Macelroy,dan-macelroy-1,Army,CUSA,11,51,2264,44.4,
2001,20,Nate Fikse,nate-fikse-1,UCLA,Pac-10,11,53,2342,44.2,
2001,21,Adam Stiles,adam-stiles-1,Baylor,Big 12,11,70,3088,44.1,
2001,22,Jarad Preston,jarad-preston-1,East Carolina,CUSA,11,45,1983,44.1,
2001,23,Damon Duval,damon-duval-1,Auburn,SEC,11,51,2244,44.0,AA
2001,24,Jeff Ferguson,jeff-ferguson-1,Oklahoma,Big 12,12,71,3124,44.0,
2001,25,Adam Wulfeck,adam-wulfeck-1,Cincinnati,CUSA,11,64,2800,43.8,
2001,26,Jason Simpson,jason-simpson-2,Fresno State,WAC,13,61,2672,43.8,
2001,27,Jonathan Kilgo,jonathan-kilgo-1,Georgia,SEC,11,42,1838,43.8,
2001,28,Tony Yelk,tony-yelk-1,Iowa State,Big 12,11,45,1973,43.8,
2001,29,Donnie Jones,donnie-jones-1,LSU,SEC,12,47,2054,43.7,
2001,30,Brian Simnjamovski,brian-simnjamovski-1,San Diego State,MWC,11,63,2745,43.6,
2001,31,Brian Simnjanovski,brian-simnjanovski-1,San Diego State,MWC,11,63,2745,43.6,
2001,32,Scott Elder,scott-elder-1,Oklahoma State,Big 12,11,61,2658,43.6,
2001,33,Javier Beorlegui,javier-beorlegui-1,UCF,Ind,11,46,2001,43.5,
2001,34,Mat McBriar,mat-mcbriar-1,Hawaii,WAC,12,40,1736,43.4,
2001,35,Travis Brown,travis-brown-1,Kansas State,Big 12,4,14,607,43.4,
2001,36,Adam Finley,adam-finley-1,Michigan,Big Ten,11,4,173,43.3,
2001,37,Craig Jarrett,craig-jarrett-1,Michigan State,Big Ten,11,46,1993,43.3,
2001,38,Casey Roussel,casey-roussel-1,Tulane,CUSA,12,64,2764,43.2,
2001,39,Kevin McMyler,kevin-mcmyler-1,Boston College,Big East,11,59,2547,43.2,
2001,40,J.J. Standring,jj-standring-1,Northwestern,Big Ten,11,69,2971,43.1,
2001,41,Joey Huber,joey-huber-1,Colorado State,MWC,11,56,2408,43.0,
2001,42,Mike Shafer,mike-shafer-1,Syracuse,Big East,12,77,3282,42.6,
2001,43,Kyle Larson,kyle-larson-1,Nebraska,Big 12,12,56,2381,42.5,
2001,44,Richie Butler,richie-butler-1,Arkansas,SEC,11,67,2848,42.5,
2001,45,Ross Stewart,ross-stewart-1,UAB,CUSA,11,57,2420,42.5,
2001,46,Santiago Gramatica,santiago-gramatica-1,South Florida,Ind,11,2,85,42.5,
2001,47,James MacPherson,james-macpherson-1,Wake Forest,ACC,11,12,509,42.4,
2001,48,Joey Biasatti,joey-biasatti-1,Texas Christian,CUSA,11,65,2757,42.4,
2001,49,John Cortney,john-cortney-1,Air Force,MWC,12,39,1654,42.4,
2001,50,Mark Fazzolari,mark-fazzolari-1,West Virginia,Big East,11,29,1229,42.4,
2001,51,Steve Fitts,steve-fitts-1,Illinois,Big Ten,11,53,2248,42.4,
2001,52,Mark Haulman,mark-haulman-1,Southern Mississippi,CUSA,11,65,2751,42.3,
2001,53,Robert Billings,robert-billings-1,Middle Tennessee State,Sun Belt,11,35,1481,42.3,
2001,54,Joey Hildbold,joey-hildbold-1,Notre Dame,Ind,11,64,2703,42.2,
2001,55,Mike Abrams,mike-abrams-1,Virginia,ACC,12,62,2616,42.2,
2001,56,Jared Gilpin,jared-gilpin-1,Missouri,Big 12,11,21,884,42.1,
2001,57,Mike Barr,mike-barr-1,Rutgers,Big East,11,84,3526,42.0,
2001,58,Freddie Capshaw,freddie-capshaw-1,Miami (FL),Big East,11,36,1503,41.8,
2001,59,Jimmy Erwin,jimmy-erwin-1,Northern Illinois,MAC,11,60,2507,41.8,
2001,60,Dustin Upton,dustin-upton-1,Louisiana Tech,WAC,11,57,2377,41.7,
2001,61,R.J. Morse,rj-morse-1,Wisconsin,Big Ten,12,28,1165,41.6,
2001,62,Tyeler Dean,tyeler-dean-1,South Carolina,SEC,11,41,1707,41.6,
2001,63,Jared Lorenzen,jared-lorenzen-1,Kentucky,SEC,8,2,83,41.5,
2001,64,Chris Morehouse,chris-morehouse-1,Georgia Tech,ACC,6,13,538,41.4,
2001,65,Joe Webb,joe-webb-1,Vanderbilt,SEC,11,57,2358,41.4,
2001,66,Preston Gruening,preston-gruening-1,Minnesota,Big Ten,11,51,2109,41.4,
2001,67,Reggie Hodges,reggie-hodges-1,Ball State,MAC,11,60,2481,41.4,
2001,68,Dan Dyke,dan-dyke-1,Georgia Tech,ACC,10,29,1196,41.2,
2001,69,Derek McLaughlin,derek-mclaughlin-1,Washington,Pac-10,11,52,2144,41.2,
2001,70,Andy Lee,andy-lee-1,Pitt,Big East,11,64,2630,41.1,
2001,71,Nick Murphy,nick-murphy-1,Arizona State,Pac-10,11,52,2137,41.1,
2001,72,Nate Kaeding,nate-kaeding-1,Iowa,Big Ten,11,6,246,41.0,
2001,73,Austin Herbert,austin-herbert-1,North Carolina State,ACC,11,53,2166,40.9,
2001,74,Brandon Hannum,brandon-hannum-1,Toledo,MAC,11,48,1964,40.9,
2001,75,Jared Cook,jared-cook-1,Mississippi State,SEC,11,60,2445,40.8,
2001,76,Alan Cox,alan-cox-1,Washington State,Pac-10,11,58,2362,40.7,
2001,77,Cody Scates,cody-scates-1,Texas A&M,Big 12,11,71,2888,40.7,
2001,78,Jared Brite,jared-brite-1,Kansas State,Big 12,4,18,733,40.7,
2001,79,Todd James,todd-james-1,West Virginia,Big East,11,32,1303,40.7,
2001,80,David Royer,david-royer-1,Penn State,Big Ten,11,71,2880,40.6,
2001,81,James Gaither,james-gaither-1,Memphis,CUSA,11,67,2718,40.6,
2001,82,Luke Donovan,luke-donovan-1,Wyoming,MWC,11,57,2317,40.6,
2001,83,Wade Tydlacka,wade-tydlacka-1,Louisville,CUSA,12,63,2559,40.6,
2001,84,Chris Tyrell,chris-tyrell-1,Kansas,Big 12,11,53,2148,40.5,
2001,85,Chris Tyrrell,chris-tyrrell-1,Kansas,Big 12,11,53,2148,40.5,
2001,86,Casey Lipscomb,casey-lipscomb-1,Tulsa,WAC,11,65,2627,40.4,
2001,87,Brian Lewis,brian-lewis-2,Utah,MWC,11,57,2294,40.2,
2001,88,Clinton Greathouse,clinton-greathouse-1,Texas Tech,Big 12,11,43,1727,40.2,
2001,89,Matt Leach,matt-leach-1,Florida,SEC,10,26,1044,40.2,
2001,90,Brian Brandt,brian-brandt-1,Central Michigan,MAC,11,72,2889,40.1,
2001,91,Chance Gwaltney,chance-gwaltney-1,Florida State,ACC,11,53,2125,40.1,
2001,92,Pat Fleming,pat-fleming-1,Bowling Green,MAC,11,54,2165,40.1,
2001,93,Patrick Fleming,patrick-fleming-2,Bowling Green,MAC,11,54,2166,40.1,
2001,94,Justin Miller,justin-miller-1,Clemson,ACC,11,1,40,40.0,
2001,95,Ryan Chapdelaine,ryan-chapdelaine-1,Baylor,Big 12,11,8,320,40.0,
2001,96,Tif Miller,tif-miller-1,Clemson,ACC,11,1,40,40.0,
2001,97,Aaron Edmonds,aaron-edmonds-1,BYU,MWC,13,46,1831,39.8,
2001,98,Derek Jones,derek-jones-1,Nevada,WAC,11,53,2107,39.8,
2001,99,Kirk Munden,kirk-munden-1,Wisconsin,Big Ten,12,35,1390,39.7,
2001,100,Devin Sanderson,devin-sanderson-1,South Florida,Ind,10,58,2294,39.6,
2001,101,Dustin Colquitt,dustin-colquitt-1,Tennessee,SEC,12,51,2020,39.6,
2001,102,John Lafferty,john-lafferty-1,North Carolina,ACC,12,67,2656,39.6,
2001,103,Lane Bearden,lane-bearden-1,Alabama,SEC,11,50,1980,39.6,
2001,104,Brock Harvey,brock-harvey-1,Missouri,Big 12,7,42,1660,39.5,
2001,105,Tyler Frederickson,tyler-frederickson-1,California,Pac-10,11,75,2959,39.5,
2001,106,Tyler Fredrickson,tyler-fredrickson-1,California,Pac-10,11,75,2959,39.5,
2001,107,Adam Walterscheid,adam-walterscheid-1,SMU,WAC,11,59,2322,39.4,
2001,108,Hayden Epstein,hayden-epstein-1,Michigan,Big Ten,11,64,2513,39.3,
2001,109,Mike Ronsick,mike-ronsick-1,Kansas State,Big 12,8,27,1060,39.3,
2001,110,Wynn Kopp,wynn-kopp-1,Clemson,ACC,11,42,1652,39.3,
2001,111,Adam Coles,adam-coles-1,Connecticut,Ind,11,81,3172,39.2,
2001,112,Carl Tobey,carl-tobey-1,Oregon State,Pac-10,11,68,2664,39.2,
2001,113,Mike Macgillivray,mike-macgillivray-1,USC,Pac-10,11,71,2780,39.2,
2001,114,Ryan Downes,ryan-downes-1,Idaho,Sun Belt,11,46,1805,39.2,
2001,115,Vladimir Borombozin,vladimir-borombozin-1,New Mexico,MWC,11,72,2819,39.2,
2001,116,Travis Hale,travis-hale-1,Rice,WAC,12,66,2581,39.1,
2001,117,Matt Brooks,matt-brooks-1,Duke,ACC,11,8,312,39.0,
2001,118,Scott McMahan,scott-mcmahan-1,Buffalo,MAC,11,68,2642,38.9,
